Page: 1 of 25||||||||2020-03-03 23:26:13

||City and County of San Francisco␤March 3, 2020, Presidential Primary Election␤Preliminary Statement of the Vote - 4

Precinct|Registered␤Voters||Cards Cast||Voters Cast|% Turnout
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7803||||Pct 7803
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7804||||Pct 7804
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7805||||Pct 7805
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7806||||Pct 7806
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|100.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Total|0|0||Total|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|100.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7807||||Pct 7807
Vote by Mail|0|0||Vote by Mail|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|1|100.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|1|100.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7808||||Pct 7808
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7809||||Pct 7809
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7811||||Pct 7811
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7812||||Pct 7812
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7813||||Pct 7813
Vote by Mail|1|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||1|100.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Total|1|0||Total|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||1|100.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7814||||Pct 7814
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7815||||Pct 7815
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|50.00%|0|0.00%|1|50.00%|0|0.00%|2|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Total|0|0||Total|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|50.00%|0|0.00%|1|50.00%|0|0.00%|2|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7816||||Pct 7816
Vote by Mail|1|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|1|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7817||||Pct 7817
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|100.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Total|0|0||Total|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|100.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7818||||Pct 7818
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|1|100.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Total|0|0||Total|1|100.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7819||||Pct 7819
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7821||||Pct 7821
Vote by Mail|0|0||Vote by Mail|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|100.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|100.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7822||||Pct 7822
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7823||||Pct 7823
Vote by Mail|0|0||Vote by Mail|0|0.00%|0|0.00%|0|0.00%||1|100.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0|0.00%|0|0.00%|0|0.00%||1|100.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7824||||Pct 7824
Vote by Mail|1|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|1|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7825||||Pct 7825
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7826||||Pct 7826
Vote by Mail|1|0||Vote by Mail|0|0.00%|0|0.00%|0|0.00%||0|0.00%|1|100.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|1|0||Total|0|0.00%|0|0.00%|0|0.00%||0|0.00%|1|100.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7827||||Pct 7827
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7828||||Pct 7828
Vote by Mail|1|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|100.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Total|1|0||Total|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|100.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7829||||Pct 7829
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7831||||Pct 7831
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7832||||Pct 7832
Vote by Mail|0|0||Vote by Mail|0|0.00%|1|100.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0|0.00%|1|100.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7833||||Pct 7833
Vote by Mail|0|0||Vote by Mail|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|100.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|100.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7834||||Pct 7834
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|1|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|1|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7835||||Pct 7835
Vote by Mail|0|0||Vote by Mail|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|50.00%|1|50.00%|0|0.00%|0|0.00%|0|0.00%|2|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Election Day|1|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|1|0||Total|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|50.00%|1|50.00%|0|0.00%|0|0.00%|0|0.00%|2|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7836||||Pct 7836
Vote by Mail|1|0||Vote by Mail|1|100.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Election Day|0|0||Election Day|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|100.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Total|1|0||Total|1|50.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|50.00%|0|0.00%|0|0.00%|0|0.00%|2|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7837||||Pct 7837
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|1|0||Election Day|1|100.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Total|1|0||Total|1|100.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7838||||Pct 7838
Vote by Mail|0|0||Vote by Mail|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|100.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|100.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7839||||Pct 7839
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7841||||Pct 7841
Vote by Mail|0|0||Vote by Mail|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||1|100.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Election Day|0|0||Election Day|0|0.00%|0|0.00%|0|0.00%||1|100.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Total|0|0||Total|0|0.00%|0|0.00%|0|0.00%||1|50.00%|0|0.00%||1|50.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|2|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7842||||Pct 7842
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7843||||Pct 7843
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7844||||Pct 7844
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7845||||Pct 7845
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7846||||Pct 7846
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7847||||Pct 7847
Vote by Mail|0|0||Vote by Mail|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|100.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Election Day|1|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|1|0||Total|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|100.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7848||||Pct 7848
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7849||||Pct 7849
Vote by Mail|0|0||Vote by Mail|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||1|100.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||1|100.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7851||||Pct 7851
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7852||||Pct 7852
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7853||||Pct 7853
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7854||||Pct 7854
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|100.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Total|0|0||Total|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|100.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7855||||Pct 7855
Vote by Mail|1|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|1|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7856||||Pct 7856
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7857||||Pct 7857
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7858||||Pct 7858
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|100.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Total|0|0||Total|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|100.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7859||||Pct 7859
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|2|100.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|2|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Total|0|0||Total|2|100.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|2|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7861||||Pct 7861
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7862||||Pct 7862
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7863||||Pct 7863
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
