November 6, 2018 General Election

Report generated on: Tuesday, November 20, 2018 at 03:51:18 PM


*** Governor - CALIFORNIA (100)
Precinct Totals
PrecinctName	ReportingType	PrecinctID	Precincts	Registration	Ballots Cast	Turnout (%)	JOHN H. COX	GAVIN NEWSOM	Under Vote	Over Vote
Pct 9249	Election Day	9249	1	917	271	29.55	114	45	112	0
Pct 9249	VBM	9249	1	917	494	53.87	219	68	207	0
Pct 9251	Election Day	9251	1	995	286	28.74	118	55	113	0
Pct 9251	VBM	9251	1	995	530	53.27	197	80	253	0
Pct 9252	Election Day	9252	1	944	218	23.09	93	35	90	0
Pct 9252	VBM	9252	1	944	550	58.26	231	93	226	0
Pct 9253	Election Day	9253	1	772	187	24.22	88	23	76	0
Pct 9253	VBM	9253	1	772	397	51.42	162	67	168	0
Pct 9254	Election Day	9254	1	935	230	24.60	110	42	78	0
Pct 9254	VBM	9254	1	935	538	57.54	256	79	201	2
Pct 9255	Election Day	9255	1	553	182	32.91	66	34	82	0
Pct 9255	VBM	9255	1	553	263	47.56	112	45	106	0
Pct 9256	Election Day	9256	1	474	128	27.00	50	27	51	0
Pct 9256	VBM	9256	1	474	233	49.16	103	38	92	0
Pct 9257 MB	Election Day	9257	1	321	14	4.36	5	1	8	0
Pct 9257 MB	VBM	9257	1	321	235	73.21	95	61	79	0
Pct 9258	Election Day	9258	1	712	192	26.97	74	41	77	0
Pct 9258	VBM	9258	1	712	373	52.39	145	61	167	0
Pct 9401	Election Day	9401	1	1012	293	28.95	117	61	115	0
Pct 9401	VBM	9401	1	1012	483	47.73	200	106	177	0
Pct 9402	Election Day	9402	1	977	288	29.48	97	69	122	0
Pct 9402	VBM	9402	1	977	458	46.88	171	105	182	0
Pct 9403	Election Day	9403	1	897	239	26.64	82	69	88	0
Pct 9403	VBM	9403	1	897	419	46.71	178	77	164	0
Pct 9404	Election Day	9404	1	930	200	21.51	71	48	81	0
Pct 9404	VBM	9404	1	930	462	49.68	164	110	188	0
Pct 9405	Election Day	9405	1	786	210	26.72	85	43	82	0
Pct 9405	VBM	9405	1	786	364	46.31	147	67	149	1
Pct 9406	Election Day	9406	1	868	244	28.11	107	56	81	0
Pct 9406	VBM	9406	1	868	421	48.50	163	81	176	1
Pct 9407	Election Day	9407	1	889	253	28.46	103	49	101	0
Pct 9407	VBM	9407	1	889	409	46.01	172	82	155	0
Pct 9408	Election Day	9408	1	886	265	29.91	102	74	89	0
Pct 9408	VBM	9408	1	886	415	46.84	160	105	150	0
Pct 9409	Election Day	9409	1	590	201	34.07	74	61	66	0
Pct 9409	VBM	9409	1	590	252	42.71	83	65	104	0
Pct 9411	Election Day	9411	1	956	270	28.24	99	76	95	0
Pct 9411	VBM	9411	1	956	430	44.98	170	120	140	0
Pct 9412	Election Day	9412	1	848	245	28.89	78	54	113	0
Pct 9412	VBM	9412	1	848	380	44.81	130	89	161	0
Pct 9413	Election Day	9413	1	894	229	25.62	83	53	93	0
Pct 9413	VBM	9413	1	894	461	51.57	147	83	231	0
Pct 9414	Election Day	9414	1	916	216	23.58	77	48	91	0
Pct 9414	VBM	9414	1	916	463	50.55	194	88	181	0
Pct 9415	Election Day	9415	1	784	187	23.85	69	41	77	0
Pct 9415	VBM	9415	1	784	391	49.87	156	67	167	1
Pct 9416	Election Day	9416	1	1008	280	27.78	105	61	113	0
Pct 9416	VBM	9416	1	1008	480	47.62	172	92	215	0
Pct 9417	Election Day	9417	1	752	175	23.27	79	33	63	0
Pct 9417	VBM	9417	1	752	402	53.46	158	64	179	1
Pct 9418	Election Day	9418	1	790	211	26.71	75	43	93	0
Pct 9418	VBM	9418	1	790	376	47.59	156	46	174	0
Pct 9419	Election Day	9419	1	924	222	24.03	86	36	100	0
Pct 9419	VBM	9419	1	924	468	50.65	166	83	219	0
Pct 9421	Election Day	9421	1	906	237	26.16	79	39	119	0
Pct 9421	VBM	9421	1	906	446	49.23	146	74	226	0
Pct 9422	Election Day	9422	1	1056	283	26.80	116	55	112	0
Pct 9422	VBM	9422	1	1056	513	48.58	219	90	204	0
Pct 9423	Election Day	9423	1	889	219	24.63	75	46	98	0
Pct 9423	VBM	9423	1	889	440	49.49	159	90	191	0
Pct 9424	Election Day	9424	1	952	224	23.53	90	54	80	0
Pct 9424	VBM	9424	1	952	496	52.10	211	80	205	0
Pct 9425	Election Day	9425	1	933	199	21.33	63	50	86	0
Pct 9425	VBM	9425	1	933	465	49.84	217	52	196	0
Pct 9426	Election Day	9426	1	823	198	24.06	77	39	82	0
Pct 9426	VBM	9426	1	823	408	49.57	157	73	178	0
Pct 9427	Election Day	9427	1	948	210	22.15	75	28	107	0
Pct 9427	VBM	9427	1	948	447	47.15	168	78	201	0
Pct 9428	Election Day	9428	1	961	183	19.04	68	35	80	0
Pct 9428	VBM	9428	1	961	518	53.90	221	92	205	0
Pct 9429	Election Day	9429	1	899	228	25.36	85	54	88	0
Pct 9429	VBM	9429	1	899	432	48.05	174	86	172	0
Pct 9431	Election Day	9431	1	973	235	24.15	102	44	89	0
Pct 9431	VBM	9431	1	973	464	47.69	230	59	175	0
Pct 9432	Election Day	9432	1	945	214	22.65	84	33	97	0
Pct 9432	VBM	9432	1	945	468	49.52	200	57	211	0
Pct 9433	Election Day	9433	1	945	195	20.63	80	37	78	0
Pct 9433	VBM	9433	1	945	487	51.53	173	78	236	0
Pct 9434	Election Day	9434	1	979	260	26.56	95	54	111	0
Pct 9434	VBM	9434	1	979	481	49.13	207	81	192	0
Pct 9435	Election Day	9435	1	969	251	25.90	85	63	103	0
Pct 9435	VBM	9435	1	969	448	46.23	180	71	197	0
Pct 9436	Election Day	9436	1	1006	231	22.96	91	39	100	1
Pct 9436	VBM	9436	1	1006	495	49.20	222	76	196	1
Pct 9437	Election Day	9437	1	897	219	24.41	88	46	84	1
Pct 9437	VBM	9437	1	897	435	48.49	180	72	183	0
Pct 9438	Election Day	9438	1	948	202	21.31	76	38	88	0
Pct 9438	VBM	9438	1	948	496	52.32	227	79	190	0
Pct 9439	Election Day	9439	1	879	173	19.68	73	32	68	0
Pct 9439	VBM	9439	1	879	425	48.35	163	77	185	0
Pct 9441	Election Day	9441	1	980	261	26.63	97	65	99	0
Pct 9441	VBM	9441	1	980	462	47.14	183	92	187	0
Pct 9442	Election Day	9442	1	1008	280	27.78	128	51	101	0
Pct 9442	VBM	9442	1	1008	461	45.73	196	82	182	1
Pct 9443	Election Day	9443	1	937	219	23.37	94	39	85	0
Pct 9443	VBM	9443	1	937	442	47.17	201	86	155	0
Pct 9444	Election Day	9444	1	937	190	20.28	70	36	83	0
Pct 9444	VBM	9444	1	937	442	47.17	190	81	171	0
Pct 9445	Election Day	9445	1	981	230	23.45	82	58	90	0
Pct 9445	VBM	9445	1	981	493	50.25	209	80	203	1
Pct 9446	Election Day	9446	1	1090	240	22.02	88	43	109	0
Pct 9446	VBM	9446	1	1090	564	51.74	229	99	236	0
Pct 9447	Election Day	9447	1	906	236	26.05	108	40	88	0
Pct 9447	VBM	9447	1	906	448	49.45	167	72	209	0
Pct 9448	Election Day	9448	1	909	232	25.52	104	50	78	0
Pct 9448	VBM	9448	1	909	429	47.19	159	97	173	0
Pct 9449	Election Day	9449	1	830	177	21.33	67	32	76	0
Pct 9449	VBM	9449	1	830	428	51.57	169	77	182	0
Pct 9451	Election Day	9451	1	420	97	23.10	48	11	38	0
Pct 9451	VBM	9451	1	420	218	51.90	93	29	96	0
Pct 9452	Election Day	9452	1	840	259	30.83	91	56	112	0
Pct 9452	VBM	9452	1	840	412	49.05	127	82	203	0
Pct 9453	Election Day	9453	1	500	135	27.00	61	19	55	0
Pct 9453	VBM	9453	1	500	242	48.40	102	29	111	0
Pct 9501 MB	Election Day	9501	1	148	8	5.41	3	1	4	0
Pct 9501 MB	VBM	9501	1	148	110	74.32	49	20	41	0
Pct 9502 MB	Election Day	9502	1	245	17	6.94	11	2	4	0
Pct 9502 MB	VBM	9502	1	245	177	72.24	74	34	69	0
Pct 9503/9504	Election Day	9503	1	729	198	27.16	93	30	75	0
Pct 9503/9504	VBM	9503	1	729	315	43.21	161	52	102	0
Pct 9505	Election Day	9505	1	784	176	22.45	82	29	65	0
Pct 9505	VBM	9505	1	784	383	48.85	174	73	136	0
Pct 9506	Election Day	9506	1	766	177	23.11	79	38	60	0
Pct 9506	VBM	9506	1	766	312	40.73	133	71	108	0
Pct 9507	Election Day	9507	1	766	231	30.16	96	54	81	0
Pct 9507	VBM	9507	1	766	406	53.00	174	79	153	0
Pct 9508	Election Day	9508	1	798	237	29.70	82	60	95	0
Pct 9508	VBM	9508	1	798	429	53.76	186	99	144	0
Pct 9509	Election Day	9509	1	759	229	30.17	80	61	88	0
Pct 9509	VBM	9509	1	759	386	50.86	143	84	158	1
Pct 9511	Election Day	9511	1	622	190	30.55	69	56	65	0
Pct 9511	VBM	9511	1	622	296	47.59	89	84	123	0
Pct 9512	Election Day	9512	1	809	240	29.67	105	55	80	0
Pct 9512	VBM	9512	1	809	399	49.32	157	86	156	0
Pct 9513	Election Day	9513	1	902	275	30.49	109	73	92	1
Pct 9513	VBM	9513	1	902	390	43.24	159	105	126	0
Pct 9514/9522	Election Day	9514	1	928	304	32.76	114	69	121	0
Pct 9514/9522	VBM	9514	1	928	456	49.14	185	96	175	0
Pct 9515	Election Day	9515	1	705	222	31.49	94	52	76	0
Pct 9515	VBM	9515	1	705	368	52.20	131	91	146	0
Pct 9516	Election Day	9516	1	866	254	29.33	97	55	101	1
Pct 9516	VBM	9516	1	866	427	49.31	166	92	168	1
Pct 9517	Election Day	9517	1	801	226	28.21	84	55	87	0
Pct 9517	VBM	9517	1	801	397	49.56	163	94	140	0
Pct 9518	Election Day	9518	1	802	229	28.55	102	58	69	0
Pct 9518	VBM	9518	1	802	431	53.74	192	92	147	0
Pct 9519	Election Day	9519	1	910	261	28.68	104	56	101	0
Pct 9519	VBM	9519	1	910	486	53.41	179	126	181	0
Pct 9521	Election Day	9521	1	939	315	33.55	125	74	116	0
Pct 9521	VBM	9521	1	939	442	47.07	177	96	169	0
Pct 9701	Election Day	9701	1	671	200	29.81	81	40	79	0
Pct 9701	VBM	9701	1	671	339	50.52	127	58	154	0
Pct 9702	Election Day	9702	1	723	209	28.91	81	53	75	0
Pct 9702	VBM	9702	1	723	364	50.35	147	81	136	0
Pct 9703	Election Day	9703	1	986	232	23.53	107	45	80	0
Pct 9703	VBM	9703	1	986	529	53.65	197	95	237	0
Pct 9704	Election Day	9704	1	950	279	29.37	126	55	98	0
Pct 9704	VBM	9704	1	950	504	53.05	193	91	220	0
Pct 9705	Election Day	9705	1	919	260	28.29	97	50	110	0
Pct 9705	VBM	9705	1	919	483	52.56	203	99	181	0
Pct 9706 MB	Election Day	9706	1	49	2	4.08	1	0	1	0
Pct 9706 MB	VBM	9706	1	49	39	79.59	14	3	22	0
Pct 9707	Election Day	9707	1	821	172	20.95	59	31	82	0
Pct 9707	VBM	9707	1	821	491	59.81	212	74	205	0
Pct 9708	Election Day	9708	1	948	248	26.16	101	53	94	0
Pct 9708	VBM	9708	1	948	500	52.74	195	92	213	0
Pct 9709	Election Day	9709	1	1028	281	27.33	112	40	122	0
Pct 9709	VBM	9709	1	1028	517	50.29	210	77	230	0
Pct 9711	Election Day	9711	1	641	195	30.42	82	32	81	0
Pct 9711	VBM	9711	1	641	336	52.42	140	47	149	0
Pct 9712	Election Day	9712	1	649	160	24.65	82	13	65	0
Pct 9712	VBM	9712	1	649	398	61.33	202	32	163	0
Pct 9713	Election Day	9713	1	960	225	23.44	83	48	93	0
Pct 9713	VBM	9713	1	960	489	50.94	187	75	226	1
Pct 9714	Election Day	9714	1	931	207	22.23	89	39	78	0
Pct 9714	VBM	9714	1	931	538	57.79	246	63	229	0
Pct 9715	Election Day	9715	1	569	180	31.63	91	27	62	0
Pct 9715	VBM	9715	1	569	309	54.31	144	38	127	0
Pct 9716	Election Day	9716	1	947	238	25.13	86	55	97	0
Pct 9716	VBM	9716	1	947	481	50.79	189	77	215	0
Pct 9717	Election Day	9717	1	972	265	27.26	113	50	102	0
Pct 9717	VBM	9717	1	972	532	54.73	228	69	235	0
Pct 9718	Election Day	9718	1	862	227	26.33	112	35	80	0
Pct 9718	VBM	9718	1	862	496	57.54	251	61	184	0
Pct 9719	Election Day	9719	1	901	245	27.19	111	35	99	0
Pct 9719	VBM	9719	1	901	524	58.16	210	71	241	0
Pct 9721	Election Day	9721	1	662	198	29.91	105	35	58	0
Pct 9721	VBM	9721	1	662	357	53.93	160	53	144	0
Pct 9722	Election Day	9722	1	605	119	19.67	61	14	43	0
Pct 9722	VBM	9722	1	605	355	58.68	182	38	135	0
Pct 9723	Election Day	9723	1	481	98	20.37	35	20	43	0
Pct 9723	VBM	9723	1	481	275	57.17	104	46	125	0
Pct 9724	Election Day	9724	1	991	205	20.69	80	34	91	0
Pct 9724	VBM	9724	1	991	565	57.01	245	64	256	0
Pct 9725	Election Day	9725	1	970	213	21.96	86	41	86	0
Pct 9725	VBM	9725	1	970	499	51.44	195	72	232	0
Pct 9726	Election Day	9726	1	655	262	40.00	133	55	74	0
Pct 9726	VBM	9726	1	655	241	36.79	102	46	93	0
Pct 9727	Election Day	9727	1	459	79	17.21	32	15	32	0
Pct 9727	VBM	9727	1	459	271	59.04	116	50	105	0
Pct 9728	Election Day	9728	1	926	230	24.84	105	33	92	0
Pct 9728	VBM	9728	1	926	503	54.32	244	73	186	0
Pct 9729	Election Day	9729	1	800	191	23.88	82	26	83	0
Pct 9729	VBM	9729	1	800	442	55.25	215	41	186	0
Pct 9731	Election Day	9731	1	556	167	30.04	74	24	69	0
Pct 9731	VBM	9731	1	556	282	50.72	131	36	115	0
Pct 9732 MB	Election Day	9732	1	70	2	2.86	1	0	1	0
Pct 9732 MB	VBM	9732	1	70	56	80.00	26	9	21	0
Pct 9733 MB	Election Day	9733	1	235	7	2.98	3	3	1	0
Pct 9733 MB	VBM	9733	1	235	191	81.28	99	29	63	0
Pct 9734	Election Day	9734	1	603	154	25.54	79	15	60	0
Pct 9734	VBM	9734	1	603	341	56.55	164	39	138	0
Pct 9735	Election Day	9735	1	809	206	25.46	86	28	92	0
Pct 9735	VBM	9735	1	809	449	55.50	226	46	177	0
Pct 9736	Election Day	9736	1	713	173	24.26	83	31	59	0
Pct 9736	VBM	9736	1	713	410	57.50	190	59	161	0
Pct 9737	Election Day	9737	1	818	208	25.43	99	38	71	0
Pct 9737	VBM	9737	1	818	476	58.19	202	92	181	1
Pct 9738	Election Day	9738	1	848	185	21.82	75	43	67	0
Pct 9738	VBM	9738	1	848	404	47.64	207	65	132	0
Pct 9739	Election Day	9739	1	828	220	26.57	108	61	50	1
Pct 9739	VBM	9739	1	828	335	40.46	155	80	100	0
Pct 9741	Election Day	9741	1	552	227	41.12	111	49	67	0
Pct 9741	VBM	9741	1	552	105	19.02	50	23	32	0
Pct 9742	Election Day	9742	1	677	180	26.59	84	16	76	0
Pct 9742	VBM	9742	1	677	289	42.69	145	33	111	0
Pct 9743	Election Day	9743	1	1163	310	26.66	142	75	93	0
Pct 9743	VBM	9743	1	1163	501	43.08	246	78	177	0
Pct 9744	Election Day	9744	1	911	244	26.78	116	44	83	0
Pct 9744	VBM	9744	1	911	390	42.81	176	66	146	2
Pct 9745	Election Day	9745	1	991	281	28.36	126	50	105	0
Pct 9745	VBM	9745	1	991	346	34.91	170	74	102	0
Pct 9746	Election Day	9746	1	884	231	26.13	116	45	70	0
Pct 9746	VBM	9746	1	884	451	51.02	201	66	183	1
Pct 9747	Election Day	9747	1	973	246	25.28	112	50	84	0
Pct 9747	VBM	9747	1	973	470	48.30	215	67	188	0
Pct 9748	Election Day	9748	1	931	229	24.60	116	40	73	0
Pct 9748	VBM	9748	1	931	475	51.02	214	81	179	0
Pct 9749	Election Day	9749	1	913	224	24.53	93	54	75	0
Pct 9749	VBM	9749	1	913	384	42.06	171	78	135	0
Pct 9751	Election Day	9751	1	1016	253	24.90	110	52	91	0
Pct 9751	VBM	9751	1	1016	522	51.38	255	72	195	0
Pct 9752	Election Day	9752	1	710	175	24.65	76	36	60	0
Pct 9752	VBM	9752	1	710	392	55.21	188	57	147	0
Pct 9753	Election Day	9753	1	756	186	24.60	85	34	67	0
Pct 9753	VBM	9753	1	756	387	51.19	160	70	157	0
Pct 9754	Election Day	9754	1	707	47	6.65	20	9	18	0
Pct 9754	VBM	9754	1	707	377	53.32	181	60	135	1
Pct 9755	Election Day	9755	1	582	171	29.38	78	34	59	0
Pct 9755	VBM	9755	1	582	284	48.80	124	60	98	0
Pct 9756	Election Day	9756	1	941	185	19.66	94	25	66	0
Pct 9756	VBM	9756	1	941	477	50.69	205	89	183	0
Pct 9801	Election Day	9801	1	408	104	25.49	46	27	31	0
Pct 9801	VBM	9801	1	408	181	44.36	94	27	60	0
Pct 9900 MB	Election Day	9900	1	0	0	0.00	0	0	0	0
Pct 9900 MB	VBM	9900	1	0	0	0.00	0	0	0	0
Pct 9901 MB	Election Day	9901	1	0	0	0.00	0	0	0	0
Pct 9901 MB	VBM	9901	1	0	0	0.00	0	0	0	0
Pct 9902 MB	Election Day	9902	1	0	0	0.00	0	0	0	0
Pct 9902 MB	VBM	9902	1	0	0	0.00	0	0	0	0
Grand Totals	Election Day	City:0	604	500516	127556	25.48	53064	26165	48222	25
Grand Totals	VBM	City:0	604	500516	244905	48.93	105966	43674	95150	89
Grand Totals		City:0	604	500516	372461	74.42	159030	69839	143372	114

COA Div 1 Assoc Justice MARGULIES - Appellate District 1 (320)
District and Neighborhood Totals
DistrictName	ReportingType	DistrictLabel	Precincts	Registration	Ballots Cast	Turnout (%)	Yes	No	Under Vote	Over Vote
12TH CONGRESSIONAL DISTRICT		Congressional:12	529	443570	332140	74.88	140667	62694	128588	104
13TH CONGRESSIONAL DISTRICT		Congressional:13	1	0	0	0.00	0	0	0	0
14TH CONGRESSIONAL DISTRICT		Congressional:14	74	56946	40321	70.81	18363	7145	14784	10
11TH SENATORIAL DISTRICT		Senatorial:11	604	500516	372461	74.42	159030	69839	143372	114
17TH ASSEMBLY DISTRICT		Assembly:17	353	291063	214584	73.72	92388	41900	80163	71
19TH ASSEMBLY DISTRICT		Assembly:19	251	209453	157877	75.38	66642	27939	63209	43
BART DISTRICT 4		BART:4	1	0	0	0.00	0	0	0	0
BART DISTRICT 7		BART:7	46	38460	24701	64.23	11351	4178	9158	11
BART DISTRICT 8		BART:8	266	223735	166231	74.30	70540	28059	67547	38
BART DISTRICT 9		BART:9	291	238321	181529	76.17	77139	37602	66667	65
SUPERVISORIAL DISTRICT 1		Supervisorial:1	48	42767	32717	76.50	13411	6445	12844	10
SUPERVISORIAL DISTRICT 2		Supervisorial:2	62	50394	40340	80.05	17375	5264	17689	11
SUPERVISORIAL DISTRICT 3		Supervisorial:3	45	39799	28528	71.68	12215	4709	11595	7
SUPERVISORIAL DISTRICT 4		Supervisorial:4	48	42953	31684	73.76	12495	6062	13110	9
SUPERVISORIAL DISTRICT 5		Supervisorial:5	67	53744	41997	78.14	17357	8974	15647	14
SUPERVISORIAL DISTRICT 6		Supervisorial:6	48	43321	29109	67.19	13304	5008	10787	8
SUPERVISORIAL DISTRICT 7		Supervisorial:7	63	47076	36551	77.64	16189	6059	14265	8
SUPERVISORIAL DISTRICT 8		Supervisorial:8	71	58122	48580	83.58	20725	9483	18318	23
SUPERVISORIAL DISTRICT 9		Supervisorial:9	54	42988	31742	73.84	12868	7725	11128	11
SUPERVISORIAL DISTRICT 10		Supervisorial:10	53	41862	26436	63.15	11834	5117	9468	8
SUPERVISORIAL DISTRICT 11		Supervisorial:11	45	37490	24777	66.09	11257	4993	8521	5
CITY/COUNTY OF SAN FRANCISCO		City:0	604	500516	372461	74.42	159030	69839	143372	114
BAYVIEW/HUNTERS POINT		Neighborhood:BAYVW/HTRSPT	27	19914	11260	56.54	5194	2197	3864	4
CHINATOWN		Neighborhood:CHINA	20	17446	12417	71.17	5215	1912	5285	4
CIVIC CENTER/DOWNTOWN		Neighborhood:CVC CTR/DWTN	33	28644	19019	66.40	8495	3611	6909	3
DIAMOND HEIGHTS		Neighborhood:DIAMD HTS	9	7002	5798	82.80	2611	946	2236	2
EXCELSIOR (OUTER MISSION)		Neighborhood:EXCELSIOR	33	27634	18410	66.62	8510	3665	6231	3
HAIGHT ASHBURY		Neighborhood:HAIGHT ASH	18	14982	12227	81.61	4925	2722	4573	5
INGLESIDE		Neighborhood:INGLESIDE	14	12118	7922	65.37	3450	1628	2840	2
INNER SUNSET		Neighborhood:INNER SUNSET	13	9734	7850	80.65	3126	1706	3015	3
LAKE MERCED		Neighborhood:LAKE MERCED	10	8390	5906	70.39	2662	1086	2154	3
LAUREL HEIGHTS/ANZA VISTA		Neighborhood:LRL HTS/ANZA	13	10097	8001	79.24	3298	1486	3215	2
MARINA/PACIFIC HEIGHTS		Neighborhood:MAR/PAC HTS	49	40622	32340	79.61	13943	4170	14215	7
MISSION		Neighborhood:MISSION	37	31129	23270	74.75	9163	6041	8055	8
NOE VALLEY		Neighborhood:NOE VALLEY	19	16964	14401	84.89	6087	2736	5561	14
NORTH BERNAL HTS		Neighborhood:N BERNAL HTS	12	8795	7262	82.57	2863	1739	2657	1
NORTH EMBARCADERO		Neighborhood:N EMBRCDRO	8	7019	5227	74.47	2209	816	2201	1
PORTOLA		Neighborhood:PORTOLA	13	9293	6101	65.65	2737	1149	2211	2
POTRERO HILL		Neighborhood:POTRERO HILL	17	16814	13062	77.69	5672	2423	4959	5
RICHMOND		Neighborhood:RICHMOND	41	37322	28480	76.31	11581	5649	11237	8
SEA CLIFF/PRESIDIO HEIGHTS		Neighborhood:SECLF/PREHTS	10	8050	6586	81.81	2924	868	2790	3
SOUTH BERNAL HEIGHT		Neighborhood:S BERNAL HTS	13	9419	7384	78.39	3124	1540	2709	5
SOUTH OF MARKET		Neighborhood:SOMA	27	24674	17016	68.96	7785	2797	6426	6
SUNSET		Neighborhood:SUNSET	47	42363	31231	73.72	12338	5936	12940	9
UPPER MARKET/EUREKA VALLEY		Neighborhood:UPRMKT/EURKA	22	18966	16173	85.27	7007	3074	6078	2
VISITATION VALLEY		Neighborhood:VISITA VLY	13	8139	4486	55.12	2106	758	1619	0
WEST OF TWIN PEAKS		Neighborhood:W TWIN PKS	47	34909	27819	79.69	12363	4374	11050	5
WESTERN ADDITION		Neighborhood:WST ADDITION	39	30077	22813	75.85	9642	4810	8342	7
Grand Totals		City:0	604	500516	372461	74.42	159030	69839	143372	114


*** COA Div 2 Assoc Justice RICHMAN - Appellate District 1 (325)
Precinct Totals
PrecinctName	ReportingType	PrecinctID	Precincts	Registration	Ballots Cast	Turnout (%)	Yes	No	Under Vote	Over Vote
Pct 1101	Election Day	1101	1	553	125	22.60	42	41	42	0
Pct 1101	VBM	1101	1	553	266	48.10	109	61	96	0
Pct 1102	Election Day	1102	1	995	266	26.73	101	80	85	0
Pct 1102	VBM	1102	1	995	480	48.24	179	126	175	0
Pct 1103	Election Day	1103	1	951	246	25.87	91	60	94	0
Pct 1103	VBM	1103	1	951	445	46.79	173	100	171	1
Pct 1104/1105	Election Day	1104	1	993	249	25.08	78	81	90	0
Pct 1104/1105	VBM	1104	1	993	414	41.69	169	105	140	0
Pct 1106	Election Day	1106	1	765	191	24.97	65	44	82	0
Pct 1106	VBM	1106	1	765	343	44.84	111	91	141	0
Pct 1107	Election Day	1107	1	746	163	21.85	59	40	64	0
Pct 1107	VBM	1107	1	746	336	45.04	123	79	134	0
Pct 1108	Election Day	1108	1	909	232	25.52	67	52	113	0
Pct 1108	VBM	1108	1	909	437	48.07	159	103	175	0
Pct 1109	Election Day	1109	1	798	166	20.80	54	51	61	0
Pct 1109	VBM	1109	1	798	365	45.74	159	67	139	0
Pct 1111	Election Day	1111	1	1002	205	20.46	84	51	70	0
Pct 1111	VBM	1111	1	1002	460	45.91	187	85	188	0
Pct 1112	Election Day	1112	1	769	151	19.64	58	44	49	0
Pct 1112	VBM	1112	1	769	344	44.73	121	86	137	0
Pct 1113	Election Day	1113	1	746	134	17.96	37	38	59	0
Pct 1113	VBM	1113	1	746	359	48.12	163	69	127	0
Pct 1114	Election Day	1114	1	957	226	23.62	80	56	90	0
Pct 1114	VBM	1114	1	957	403	42.11	158	101	144	0
Pct 1115	Election Day	1115	1	895	173	19.33	45	57	71	0
Pct 1115	VBM	1115	1	895	371	41.45	136	83	152	0
Pct 1116	Election Day	1116	1	895	224	25.03	65	65	94	0
Pct 1116	VBM	1116	1	895	376	42.01	164	83	129	0
Pct 1117	Election Day	1117	1	858	184	21.45	65	55	64	0
Pct 1117	VBM	1117	1	858	357	41.61	149	77	131	0
Pct 1118	Election Day	1118	1	1043	213	20.42	74	65	74	0
Pct 1118	VBM	1118	1	1043	475	45.54	195	106	174	0
Pct 1119	Election Day	1119	1	791	165	20.86	38	53	74	0
Pct 1119	VBM	1119	1	791	386	48.80	153	90	143	0
Pct 1121	Election Day	1121	1	691	159	23.01	59	45	55	0
Pct 1121	VBM	1121	1	691	313	45.30	107	62	144	0
Pct 1122	Election Day	1122	1	632	109	17.25	36	31	42	0
Pct 1122	VBM	1122	1	632	310	49.05	120	67	123	0
Pct 1123	Election Day	1123	1	915	179	19.56	68	57	54	0
Pct 1123	VBM	1123	1	915	364	39.78	115	109	140	0
Pct 1124	Election Day	1124	1	819	152	18.56	45	55	52	0
Pct 1124	VBM	1124	1	819	302	36.87	131	78	93	0
Pct 1125	Election Day	1125	1	1047	159	15.19	57	45	57	0
Pct 1125	VBM	1125	1	1047	466	44.51	213	101	152	0
Pct 1126	Election Day	1126	1	922	190	20.61	88	52	50	0
Pct 1126	VBM	1126	1	922	400	43.38	179	94	125	2
Pct 1127	Election Day	1127	1	920	200	21.74	87	43	70	0
Pct 1127	VBM	1127	1	920	382	41.52	183	77	121	1
Pct 1128	Election Day	1128	1	838	154	18.38	53	46	55	0
Pct 1128	VBM	1128	1	838	362	43.20	166	74	122	0
Pct 1129	Election Day	1129	1	980	227	23.16	80	65	82	0
Pct 1129	VBM	1129	1	980	416	42.45	191	84	140	1
Pct 1131	Election Day	1131	1	797	132	16.56	59	28	45	0
Pct 1131	VBM	1131	1	797	371	46.55	148	79	144	0
Pct 1132	Election Day	1132	1	969	179	18.47	72	37	70	0
Pct 1132	VBM	1132	1	969	427	44.07	190	80	157	0
Pct 1133	Election Day	1133	1	863	161	18.66	63	29	69	0
Pct 1133	VBM	1133	1	863	410	47.51	170	83	157	0
Pct 1134	Election Day	1134	1	759	170	22.40	65	50	55	0
Pct 1134	VBM	1134	1	759	317	41.77	125	64	128	0
Pct 1135	Election Day	1135	1	540	87	16.11	27	26	34	0
Pct 1135	VBM	1135	1	540	295	54.63	105	63	127	0
Pct 1136	Election Day	1136	1	829	144	17.37	51	45	48	0
Pct 1136	VBM	1136	1	829	412	49.70	156	95	161	0
Pct 1141	Election Day	1141	1	1041	223	21.42	79	65	79	0
Pct 1141	VBM	1141	1	1041	484	46.49	224	107	153	0
Pct 1142	Election Day	1142	1	861	175	20.33	74	48	53	0
Pct 1142	VBM	1142	1	861	393	45.64	157	89	147	0
Pct 1143	Election Day	1143	1	1034	228	22.05	95	66	67	0
Pct 1143	VBM	1143	1	1034	440	42.55	174	115	151	0
Pct 1144	Election Day	1144	1	907	205	22.60	86	63	56	0
Pct 1144	VBM	1144	1	907	387	42.67	151	120	116	0
Pct 1145	Election Day	1145	1	888	189	21.28	64	51	74	0
Pct 1145	VBM	1145	1	888	461	51.91	179	109	173	0
Pct 1146	Election Day	1146	1	1011	186	18.40	61	63	62	0
Pct 1146	VBM	1146	1	1011	454	44.91	211	92	151	0
Pct 1147	Election Day	1147	1	877	210	23.95	64	63	83	0
Pct 1147	VBM	1147	1	877	396	45.15	173	112	111	0
