November 6, 2018 General Election

Report generated on: Tuesday, November 27, 2018 at 12:03:50 PM


*** Governor - CALIFORNIA (100)
Precinct Totals
PrecinctName	ReportingType	PrecinctID	Precincts	Registration	Ballots Cast	Turnout (%)	JOHN H. COX	GAVIN NEWSOM	Under Vote	Over Vote
Pct 7866	VBM	7866	1	836	491	58.73	220	85	186	0
Pct 7867	Election Day	7867	1	955	266	27.85	120	53	93	0
Pct 7867	VBM	7867	1	955	512	53.61	219	119	174	0
Pct 7868	Election Day	7868	1	881	242	27.47	93	64	84	1
Pct 7868	VBM	7868	1	881	449	50.96	197	99	151	1
Pct 7869	Election Day	7869	1	867	239	27.57	94	58	87	0
Pct 7869	VBM	7869	1	867	489	56.40	189	107	192	1
Pct 7871	Election Day	7871	1	900	259	28.78	96	69	93	1
Pct 7871	VBM	7871	1	900	502	55.78	200	122	177	1
Pct 7872	Election Day	7872	1	862	288	33.41	123	68	97	0
Pct 7872	VBM	7872	1	862	472	54.76	202	92	178	0
Pct 7873	Election Day	7873	1	861	257	29.85	114	68	75	0
Pct 7873	VBM	7873	1	861	502	58.30	182	126	193	1
Pct 7874	Election Day	7874	1	477	137	28.72	60	33	44	0
Pct 7874	VBM	7874	1	477	256	53.67	101	68	86	0
Pct 7875	Election Day	7875	1	623	180	28.89	81	45	53	1
Pct 7875	VBM	7875	1	623	285	45.75	95	80	109	1
Pct 7876	Election Day	7876	1	498	154	30.92	51	35	58	0
Pct 7876	VBM	7876	1	498	269	54.02	108	72	89	0
Pct 7901	Election Day	7901	1	522	136	26.05	48	40	48	0
Pct 7901	VBM	7901	1	522	198	37.93	82	60	56	0
Pct 7902	Election Day	7902	1	968	258	26.65	91	89	78	0
Pct 7902	VBM	7902	1	968	401	41.43	138	144	119	0
Pct 7903	Election Day	7903	1	840	201	23.93	75	62	64	0
Pct 7903	VBM	7903	1	840	350	41.67	150	95	104	1
Pct 7904	Election Day	7904	1	877	212	24.17	74	70	68	0
Pct 7904	VBM	7904	1	877	403	45.95	170	104	128	1
Pct 7905	Election Day	7905	1	851	254	29.85	87	77	90	0
Pct 7905	VBM	7905	1	851	409	48.06	156	117	135	0
Pct 7906	Election Day	7906	1	787	245	31.13	67	79	99	0
Pct 7906	VBM	7906	1	787	335	42.57	108	118	109	0
Pct 7907	Election Day	7907	1	950	278	29.26	95	94	89	0
Pct 7907	VBM	7907	1	950	425	44.74	156	143	126	0
Pct 7908	Election Day	7908	1	949	284	29.93	108	79	96	1
Pct 7908	VBM	7908	1	949	408	42.99	148	126	133	1
Pct 7909	Election Day	7909	1	733	251	34.24	79	100	72	0
Pct 7909	VBM	7909	1	733	303	41.34	97	112	93	1
Pct 7911	Election Day	7911	1	860	244	28.37	89	84	70	1
Pct 7911	VBM	7911	1	860	395	45.93	133	129	133	0
Pct 7912	Election Day	7912	1	1065	291	27.32	103	90	98	0
Pct 7912	VBM	7912	1	1065	463	43.47	136	187	140	0
Pct 7913	Election Day	7913	1	913	312	34.17	121	99	91	1
Pct 7913	VBM	7913	1	913	378	41.40	130	142	106	0
Pct 7914	Election Day	7914	1	883	278	31.48	86	99	93	0
Pct 7914	VBM	7914	1	883	425	48.13	131	152	142	0
Pct 7915	Election Day	7915	1	831	266	32.01	99	89	78	0
Pct 7915	VBM	7915	1	831	351	42.24	148	102	101	0
Pct 7916	Election Day	7916	1	888	284	31.98	99	86	99	0
Pct 7916	VBM	7916	1	888	421	47.41	150	130	141	0
Pct 7917	Election Day	7917	1	1015	315	31.03	114	99	102	0
Pct 7917	VBM	7917	1	1015	428	42.17	154	157	117	0
Pct 7918	Election Day	7918	1	836	253	30.26	84	79	90	0
Pct 7918	VBM	7918	1	836	379	45.33	126	127	125	1
Pct 7919	Election Day	7919	1	895	309	34.53	124	103	82	0
Pct 7919	VBM	7919	1	895	376	42.01	131	132	113	0
Pct 7921	Election Day	7921	1	917	232	25.30	98	82	51	1
Pct 7921	VBM	7921	1	917	366	39.91	139	114	113	0
Pct 7922	Election Day	7922	1	831	250	30.08	96	82	72	0
Pct 7922	VBM	7922	1	831	383	46.09	126	133	123	1
Pct 7923	Election Day	7923	1	885	262	29.60	98	95	69	0
Pct 7923	VBM	7923	1	885	403	45.54	133	154	116	0
Pct 7924	Election Day	7924	1	842	238	28.27	72	95	71	0
Pct 7924	VBM	7924	1	842	382	45.37	144	143	94	1
Pct 7925	Election Day	7925	1	567	156	27.51	50	56	50	0
Pct 7925	VBM	7925	1	567	293	51.68	96	109	88	0
Pct 7926	Election Day	7926	1	795	229	28.81	90	59	80	0
Pct 7926	VBM	7926	1	795	390	49.06	143	122	123	2
Pct 7927	Election Day	7927	1	747	241	32.26	78	82	81	0
Pct 7927	VBM	7927	1	747	392	52.48	119	126	147	0
Pct 7928	Election Day	7928	1	931	284	30.50	94	90	100	0
Pct 7928	VBM	7928	1	931	489	52.52	167	178	144	0
Pct 7929	Election Day	7929	1	864	248	28.70	104	69	75	0
Pct 7929	VBM	7929	1	864	509	58.91	178	154	176	0
Pct 7931	Election Day	7931	1	738	219	29.67	73	65	81	0
Pct 7931	VBM	7931	1	738	408	55.28	151	120	137	0
Pct 7932	Election Day	7932	1	551	157	28.49	62	49	45	0
Pct 7932	VBM	7932	1	551	285	51.72	99	93	93	0
Pct 7933 MB	Election Day	7933	1	6	0	0.00	0	0	0	0
Pct 7933 MB	VBM	7933	1	6	4	66.67	1	1	2	0
Pct 7934	Election Day	7934	1	890	250	28.09	74	83	93	0
Pct 7934	VBM	7934	1	890	472	53.03	153	177	142	0
Pct 7935	Election Day	7935	1	970	305	31.44	105	83	117	0
Pct 7935	VBM	7935	1	970	519	53.51	165	143	210	1
Pct 7936	Election Day	7936	1	856	287	33.53	99	92	96	0
Pct 7936	VBM	7936	1	856	428	50.00	157	140	131	0
Pct 7937	Election Day	7937	1	886	267	30.14	97	79	90	1
Pct 7937	VBM	7937	1	886	435	49.10	163	119	153	0
Pct 7938	Election Day	7938	1	788	213	27.03	85	61	67	0
Pct 7938	VBM	7938	1	788	337	42.77	119	113	105	0
Pct 7939	Election Day	7939	1	688	254	36.92	92	72	90	0
Pct 7939	VBM	7939	1	688	326	47.38	110	97	119	0
Pct 7941	Election Day	7941	1	751	218	29.03	89	49	80	0
Pct 7941	VBM	7941	1	751	348	46.34	121	105	121	1
Pct 7942	Election Day	7942	1	914	259	28.34	105	69	84	0
Pct 7942	VBM	7942	1	914	412	45.08	148	127	137	0
Pct 7943	Election Day	7943	1	872	258	29.59	111	59	84	0
Pct 7943	VBM	7943	1	872	439	50.34	165	134	140	0
Pct 7944	Election Day	7944	1	801	243	30.34	90	77	76	0
Pct 7944	VBM	7944	1	801	381	47.57	137	121	123	0
Pct 7945	Election Day	7945	1	915	186	20.33	82	43	61	0
Pct 7945	VBM	7945	1	915	414	45.25	172	121	121	0
Pct 7946	Election Day	7946	1	945	183	19.37	78	45	60	0
Pct 7946	VBM	7946	1	945	451	47.72	200	94	156	1
Pct 7947	Election Day	7947	1	946	182	19.24	78	37	67	0
Pct 7947	VBM	7947	1	946	430	45.45	202	83	145	0
Pct 7948	Election Day	7948	1	928	210	22.63	82	66	62	0
Pct 7948	VBM	7948	1	928	422	45.47	185	88	148	1
Pct 7949	Election Day	7949	1	569	100	17.57	36	26	38	0
Pct 7949	VBM	7949	1	569	292	51.32	125	58	109	0
Pct 7951	Election Day	7951	1	854	166	19.44	65	41	60	0
Pct 7951	VBM	7951	1	854	425	49.77	161	98	166	0
Pct 7952	Election Day	7952	1	866	167	19.28	78	41	48	0
Pct 7952	VBM	7952	1	866	359	41.45	159	83	117	0
Pct 7953	Election Day	7953	1	824	186	22.57	77	41	66	0
Pct 7953	VBM	7953	1	824	402	48.79	191	78	133	0
Pct 7954 MB	Election Day	7954	1	0	0	0.00	0	0	0	0
Pct 7954 MB	VBM	7954	1	0	0	0.00	0	0	0	0
Pct 7955	Election Day	7955	1	902	199	22.06	81	51	67	0
Pct 7955	VBM	7955	1	902	435	48.23	188	99	148	0
Pct 7956	Election Day	7956	1	823	136	16.52	51	37	48	0
Pct 7956	VBM	7956	1	823	353	42.89	154	86	112	1
Pct 7957	Election Day	7957	1	646	147	22.76	53	44	50	0
Pct 7957	VBM	7957	1	646	298	46.13	120	83	95	0
Pct 7958 MB	Election Day	7958	1	290	9	3.10	2	1	6	0
Pct 7958 MB	VBM	7958	1	290	141	48.62	72	26	43	0
Pct 7959	Election Day	7959	1	727	160	22.01	61	45	54	0
Pct 7959	VBM	7959	1	727	326	44.84	118	110	98	0
Pct 9001 MB	Election Day	9001	1	273	4	1.47	3	1	0	0
Pct 9001 MB	VBM	9001	1	273	142	52.01	74	38	29	1
Pct 9101	Election Day	9101	1	888	260	29.28	96	69	95	0
Pct 9101	VBM	9101	1	888	438	49.32	191	94	153	0
Pct 9102	Election Day	9102	1	985	257	26.09	93	66	98	0
Pct 9102	VBM	9102	1	985	471	47.82	178	132	161	0
Pct 9103	Election Day	9103	1	954	273	28.62	131	53	89	0
Pct 9103	VBM	9103	1	954	431	45.18	164	86	181	0
Pct 9104	Election Day	9104	1	988	239	24.19	85	69	85	0
Pct 9104	VBM	9104	1	988	465	47.06	174	108	183	0
Pct 9105	Election Day	9105	1	919	247	26.88	89	58	100	0
Pct 9105	VBM	9105	1	919	488	53.10	202	108	177	1
Pct 9106	Election Day	9106	1	937	268	28.60	130	56	80	1
Pct 9106	VBM	9106	1	937	497	53.04	204	105	188	0
Pct 9107	Election Day	9107	1	849	219	25.80	95	53	71	0
Pct 9107	VBM	9107	1	849	372	43.82	141	89	142	0
Pct 9108	Election Day	9108	1	790	247	31.27	104	78	65	0
Pct 9108	VBM	9108	1	790	373	47.22	134	105	133	0
Pct 9109	Election Day	9109	1	884	263	29.75	95	67	101	0
Pct 9109	VBM	9109	1	884	428	48.42	167	109	152	0
Pct 9111	Election Day	9111	1	779	229	29.40	82	56	91	0
Pct 9111	VBM	9111	1	779	346	44.42	118	104	123	1
Pct 9112	Election Day	9112	1	976	284	29.10	109	72	103	0
Pct 9112	VBM	9112	1	976	467	47.85	150	101	216	0
Pct 9113	Election Day	9113	1	999	311	31.13	127	64	120	0
Pct 9113	VBM	9113	1	999	505	50.55	223	113	169	0
Pct 9114	Election Day	9114	1	877	263	29.99	86	68	109	0
Pct 9114	VBM	9114	1	877	405	46.18	155	116	134	0
Pct 9115	Election Day	9115	1	911	258	28.32	98	76	84	0
Pct 9115	VBM	9115	1	911	429	47.09	162	116	151	0
Pct 9116	Election Day	9116	1	944	281	29.77	101	81	98	0
Pct 9116	VBM	9116	1	944	473	50.11	163	138	172	0
Pct 9117	Election Day	9117	1	783	222	28.35	93	57	72	0
Pct 9117	VBM	9117	1	783	398	50.83	190	75	133	0
Pct 9118	Election Day	9118	1	974	286	29.36	113	69	104	0
Pct 9118	VBM	9118	1	974	426	43.74	162	105	159	0
Pct 9119	Election Day	9119	1	891	237	26.60	76	67	93	1
Pct 9119	VBM	9119	1	891	447	50.17	179	105	163	0
Pct 9121	Election Day	9121	1	930	256	27.53	102	69	85	0
Pct 9121	VBM	9121	1	930	434	46.67	140	106	187	1
Pct 9122	Election Day	9122	1	953	210	22.04	84	46	80	0
Pct 9122	VBM	9122	1	953	454	47.64	178	93	183	0
Pct 9123	Election Day	9123	1	858	232	27.04	104	59	69	0
Pct 9123	VBM	9123	1	858	418	48.72	163	105	150	0
Pct 9124	Election Day	9124	1	874	202	23.11	87	54	60	1
Pct 9124	VBM	9124	1	874	438	50.11	154	97	187	0
Pct 9125	Election Day	9125	1	861	210	24.39	80	47	83	0
Pct 9125	VBM	9125	1	861	437	50.75	145	103	189	0
Pct 9126	Election Day	9126	1	1015	245	24.14	81	65	99	0
Pct 9126	VBM	9126	1	1015	533	52.51	189	129	215	0
Pct 9127	Election Day	9127	1	960	269	28.02	91	71	107	0
Pct 9127	VBM	9127	1	960	498	51.88	201	107	190	0
Pct 9128	Election Day	9128	1	828	248	29.95	115	51	82	0
Pct 9128	VBM	9128	1	828	412	49.76	162	103	146	1
Pct 9129	Election Day	9129	1	741	243	32.79	103	61	79	0
Pct 9129	VBM	9129	1	741	348	46.96	127	84	137	0
Pct 9131	Election Day	9131	1	759	193	25.43	69	55	69	0
Pct 9131	VBM	9131	1	759	403	53.10	151	100	152	0
Pct 9132	Election Day	9132	1	837	248	29.63	85	60	103	0
Pct 9132	VBM	9132	1	837	371	44.32	133	111	127	0
Pct 9133	Election Day	9133	1	1021	271	26.54	117	74	80	0
Pct 9133	VBM	9133	1	1021	503	49.27	196	131	176	0
Pct 9134	Election Day	9134	1	893	210	23.52	73	48	88	1
Pct 9134	VBM	9134	1	893	469	52.52	173	106	190	0
Pct 9135	Election Day	9135	1	808	215	26.61	88	46	81	0
Pct 9135	VBM	9135	1	808	389	48.14	153	67	169	0
Pct 9136	Election Day	9136	1	929	253	27.23	89	60	104	0
Pct 9136	VBM	9136	1	929	439	47.26	162	104	173	0
Pct 9137	Election Day	9137	1	1006	260	25.84	96	66	98	0
Pct 9137	VBM	9137	1	1006	467	46.42	193	102	172	0
Pct 9138	Election Day	9138	1	943	226	23.97	99	52	74	0
Pct 9138	VBM	9138	1	943	477	50.58	202	124	149	1
Pct 9139	Election Day	9139	1	975	243	24.92	95	60	88	0
Pct 9139	VBM	9139	1	975	510	52.31	188	137	184	1
Pct 9141	Election Day	9141	1	953	252	26.44	108	57	87	0
Pct 9141	VBM	9141	1	953	477	50.05	178	117	182	0
Pct 9142	Election Day	9142	1	966	276	28.57	101	71	104	0
Pct 9142	VBM	9142	1	966	459	47.52	171	130	158	0
Pct 9143	Election Day	9143	1	920	251	27.28	89	66	96	0
Pct 9143	VBM	9143	1	920	463	50.33	174	114	175	0
Pct 9144	Election Day	9144	1	962	293	30.46	106	79	108	0
Pct 9144	VBM	9144	1	962	482	50.10	182	128	172	0
Pct 9145	Election Day	9145	1	861	249	28.92	108	64	76	0
Pct 9145	VBM	9145	1	861	423	49.13	146	96	181	0
Pct 9146	Election Day	9146	1	885	245	27.68	87	67	90	1
Pct 9146	VBM	9146	1	885	464	52.43	153	139	172	0
Pct 9147	Election Day	9147	1	971	281	28.94	95	70	116	0
Pct 9147	VBM	9147	1	971	492	50.67	198	140	154	0
Pct 9148	Election Day	9148	1	1034	325	31.43	126	85	114	0
Pct 9148	VBM	9148	1	1034	513	49.61	176	146	191	0
Pct 9149	Election Day	9149	1	948	264	27.85	89	80	95	0
Pct 9149	VBM	9149	1	948	478	50.42	167	146	165	0
Pct 9151	Election Day	9151	1	872	227	26.03	99	48	80	0
Pct 9151	VBM	9151	1	872	418	47.94	193	83	142	0
Pct 9152	Election Day	9152	1	721	270	37.45	121	76	73	0
Pct 9152	VBM	9152	1	721	279	38.70	111	92	76	0
Pct 9201	Election Day	9201	1	1004	300	29.88	121	86	93	0
Pct 9201	VBM	9201	1	1004	475	47.31	187	140	147	1
Pct 9202	Election Day	9202	1	971	294	30.28	133	61	100	0
Pct 9202	VBM	9202	1	971	426	43.87	163	106	156	1
Pct 9203	Election Day	9203	1	1002	239	23.85	100	36	103	0
Pct 9203	VBM	9203	1	1002	536	53.49	208	90	237	1
Pct 9204	Election Day	9204	1	873	273	31.27	132	32	109	0
Pct 9204	VBM	9204	1	873	393	45.02	144	71	178	0
Pct 9205	Election Day	9205	1	728	208	28.57	93	28	87	0
Pct 9205	VBM	9205	1	728	376	51.65	144	63	169	0
Pct 9206	Election Day	9206	1	931	249	26.75	102	39	108	0
Pct 9206	VBM	9206	1	931	479	51.45	183	73	223	0
Pct 9207	Election Day	9207	1	981	262	26.71	98	43	121	0
Pct 9207	VBM	9207	1	981	502	51.17	198	65	239	0
Pct 9208	Election Day	9208	1	1002	287	28.64	120	47	120	0
Pct 9208	VBM	9208	1	1002	491	49.00	199	87	204	1
Pct 9209	Election Day	9209	1	711	245	34.46	107	39	99	0
Pct 9209	VBM	9209	1	711	327	45.99	146	42	139	0
Pct 9211	Election Day	9211	1	889	234	26.32	95	36	103	0
Pct 9211	VBM	9211	1	889	432	48.59	153	76	203	0
Pct 9212	Election Day	9212	1	803	234	29.14	90	45	98	1
Pct 9212	VBM	9212	1	803	400	49.81	162	82	156	0
Pct 9213	Election Day	9213	1	951	264	27.76	124	46	94	0
Pct 9213	VBM	9213	1	951	508	53.42	216	88	204	0
Pct 9214	Election Day	9214	1	640	166	25.94	77	20	69	0
Pct 9214	VBM	9214	1	640	334	52.19	147	45	142	0
Pct 9215	Election Day	9215	1	652	194	29.75	89	31	74	0
Pct 9215	VBM	9215	1	652	327	50.15	122	50	155	0
Pct 9216	Election Day	9216	1	845	246	29.11	107	29	110	0
Pct 9216	VBM	9216	1	845	379	44.85	158	62	159	0
Pct 9217	Election Day	9217	1	698	194	27.79	95	18	81	0
Pct 9217	VBM	9217	1	698	349	50.00	141	50	158	0
Pct 9218	Election Day	9218	1	841	249	29.61	111	40	98	0
Pct 9218	VBM	9218	1	841	412	48.99	161	67	184	0
Pct 9219	Election Day	9219	1	802	242	30.17	100	53	88	1
Pct 9219	VBM	9219	1	802	399	49.75	161	78	160	0
Pct 9221	Election Day	9221	1	651	145	22.27	71	20	54	0
Pct 9221	VBM	9221	1	651	399	61.29	167	38	194	0
Pct 9222	Election Day	9222	1	883	249	28.20	101	33	115	0
Pct 9222	VBM	9222	1	883	449	50.85	205	49	195	0
Pct 9223	Election Day	9223	1	638	160	25.08	73	16	71	0
Pct 9223	VBM	9223	1	638	338	52.98	147	35	156	0
Pct 9224	Election Day	9224	1	960	263	27.40	111	50	102	0
Pct 9224	VBM	9224	1	960	506	52.71	204	83	219	0
Pct 9225	Election Day	9225	1	958	299	31.21	113	52	134	0
Pct 9225	VBM	9225	1	958	469	48.96	180	88	200	1
Pct 9226	Election Day	9226	1	926	271	29.27	108	43	120	0
Pct 9226	VBM	9226	1	926	486	52.48	195	91	199	1
Pct 9227	Election Day	9227	1	738	188	25.47	83	28	77	0
Pct 9227	VBM	9227	1	738	404	54.74	188	59	157	0
Pct 9228	Election Day	9228	1	747	189	25.30	81	37	71	0
Pct 9228	VBM	9228	1	747	424	56.76	192	73	159	0
Pct 9229	Election Day	9229	1	598	162	27.09	75	21	66	0
Pct 9229	VBM	9229	1	598	316	52.84	148	46	122	0
Pct 9231	Election Day	9231	1	953	313	32.84	138	47	128	0
Pct 9231	VBM	9231	1	953	488	51.21	190	104	193	1
Pct 9232	Election Day	9232	1	735	212	28.84	88	30	94	0
Pct 9232	VBM	9232	1	735	396	53.88	182	67	147	0
Pct 9233	Election Day	9233	1	793	209	26.36	95	29	85	0
Pct 9233	VBM	9233	1	793	434	54.73	178	58	198	0
Pct 9234	Election Day	9234	1	746	187	25.07	70	45	72	0
Pct 9234	VBM	9234	1	746	438	58.71	178	77	183	0
Pct 9235	Election Day	9235	1	884	239	27.04	113	33	93	0
Pct 9235	VBM	9235	1	884	488	55.20	190	69	228	1
Pct 9236	Election Day	9236	1	683	201	29.43	107	24	70	0
Pct 9236	VBM	9236	1	683	358	52.42	153	51	153	1
Pct 9237	Election Day	9237	1	936	229	24.47	95	34	100	0
Pct 9237	VBM	9237	1	936	539	57.59	209	107	223	0
Pct 9238	Election Day	9238	1	842	230	27.32	80	33	117	0
Pct 9238	VBM	9238	1	842	456	54.16	208	84	164	0
Pct 9239	Election Day	9239	1	881	200	22.70	99	21	80	0
Pct 9239	VBM	9239	1	881	499	56.64	201	77	221	0
Pct 9241	Election Day	9241	1	1005	255	25.37	109	44	102	0
Pct 9241	VBM	9241	1	1005	578	57.51	254	94	230	0
Pct 9242	Election Day	9242	1	972	277	28.50	116	48	113	0
Pct 9242	VBM	9242	1	972	513	52.78	208	96	209	0
Pct 9243	Election Day	9243	1	594	193	32.49	79	38	76	0
Pct 9243	VBM	9243	1	594	307	51.68	126	59	122	0
Pct 9244	Election Day	9244	1	903	255	28.24	103	42	110	0
Pct 9244	VBM	9244	1	903	485	53.71	187	92	206	0
Pct 9245	Election Day	9245	1	742	209	28.17	85	40	84	0
Pct 9245	VBM	9245	1	742	375	50.54	144	56	173	2
Pct 9246	Election Day	9246	1	929	257	27.66	99	52	106	0
Pct 9246	VBM	9246	1	929	528	56.84	193	119	216	0
Pct 9247	Election Day	9247	1	927	264	28.48	116	51	96	1
Pct 9247	VBM	9247	1	927	515	55.56	250	94	171	0
Pct 9248	Election Day	9248	1	907	258	28.45	108	60	90	0
Pct 9248	VBM	9248	1	907	487	53.69	190	106	191	0
Pct 9249	Election Day	9249	1	917	271	29.55	112	55	104	0
Pct 9249	VBM	9249	1	917	495	53.98	199	103	193	0
Pct 9251	Election Day	9251	1	995	287	28.84	112	69	106	0
Pct 9251	VBM	9251	1	995	530	53.27	200	102	228	0
Pct 9252	Election Day	9252	1	944	219	23.20	97	36	86	0
Pct 9252	VBM	9252	1	944	550	58.26	215	125	210	0
Pct 9253	Election Day	9253	1	772	187	24.22	89	27	71	0
Pct 9253	VBM	9253	1	772	397	51.42	169	73	155	0
Pct 9254	Election Day	9254	1	935	230	24.60	108	52	70	0
Pct 9254	VBM	9254	1	935	538	57.54	231	120	186	1
Pct 9255	Election Day	9255	1	553	183	33.09	67	43	73	0
Pct 9255	VBM	9255	1	553	263	47.56	109	57	97	0
Pct 9256	Election Day	9256	1	474	130	27.43	46	35	49	0
Pct 9256	VBM	9256	1	474	233	49.16	102	48	83	0
Pct 9257 MB	Election Day	9257	1	321	14	4.36	5	1	8	0
Pct 9257 MB	VBM	9257	1	321	235	73.21	94	71	69	1
Pct 9258	Election Day	9258	1	712	193	27.11	74	49	70	0
Pct 9258	VBM	9258	1	712	373	52.39	122	100	151	0
Pct 9401	Election Day	9401	1	1012	293	28.95	107	71	114	1
Pct 9401	VBM	9401	1	1012	484	47.83	174	143	166	1
Pct 9402	Election Day	9402	1	977	290	29.68	92	83	114	1
Pct 9402	VBM	9402	1	977	458	46.88	155	136	167	0
Pct 9403	Election Day	9403	1	897	240	26.76	79	77	84	0
Pct 9403	VBM	9403	1	897	419	46.71	166	105	148	0
Pct 9404	Election Day	9404	1	930	200	21.51	73	53	74	0
Pct 9404	VBM	9404	1	930	462	49.68	165	115	182	0
Pct 9405	Election Day	9405	1	786	210	26.72	91	43	76	0
Pct 9405	VBM	9405	1	786	364	46.31	136	84	144	0
Pct 9406	Election Day	9406	1	868	244	28.11	99	64	81	0
Pct 9406	VBM	9406	1	868	421	48.50	156	97	166	2
Pct 9407	Election Day	9407	1	889	253	28.46	101	60	92	0
Pct 9407	VBM	9407	1	889	409	46.01	155	113	141	0
Pct 9408	Election Day	9408	1	886	265	29.91	96	83	86	0
Pct 9408	VBM	9408	1	886	415	46.84	133	142	140	0
Pct 9409	Election Day	9409	1	590	201	34.07	66	69	66	0
Pct 9409	VBM	9409	1	590	252	42.71	80	76	96	0
Pct 9411	Election Day	9411	1	956	271	28.35	98	82	91	0
Pct 9411	VBM	9411	1	956	431	45.08	159	138	134	0
Pct 9412	Election Day	9412	1	848	245	28.89	83	58	104	0
Pct 9412	VBM	9412	1	848	380	44.81	133	91	156	0
Pct 9413	Election Day	9413	1	894	229	25.62	86	58	85	0
Pct 9413	VBM	9413	1	894	461	51.57	143	117	201	0
Pct 9414	Election Day	9414	1	916	216	23.58	80	50	86	0
Pct 9414	VBM	9414	1	916	463	50.55	184	105	174	0
Pct 9415	Election Day	9415	1	784	187	23.85	70	44	73	0
Pct 9415	VBM	9415	1	784	392	50.00	139	93	159	1
Pct 9416	Election Day	9416	1	1008	282	27.98	103	70	108	0
Pct 9416	VBM	9416	1	1008	480	47.62	159	120	200	0
Pct 9417	Election Day	9417	1	752	175	23.27	78	38	59	0
Pct 9417	VBM	9417	1	752	402	53.46	153	84	165	0
Pct 9418	Election Day	9418	1	790	211	26.71	72	56	83	0
Pct 9418	VBM	9418	1	790	376	47.59	147	69	160	0
Pct 9419	Election Day	9419	1	924	222	24.03	84	40	98	0
Pct 9419	VBM	9419	1	924	468	50.65	178	88	201	1
Pct 9421	Election Day	9421	1	906	238	26.27	76	50	112	0
Pct 9421	VBM	9421	1	906	446	49.23	140	92	214	0
Pct 9422	Election Day	9422	1	1056	283	26.80	108	66	109	0
Pct 9422	VBM	9422	1	1056	513	48.58	218	103	192	0
Pct 9423	Election Day	9423	1	889	219	24.63	77	54	88	0
Pct 9423	VBM	9423	1	889	440	49.49	162	94	183	1
Pct 9424	Election Day	9424	1	952	224	23.53	101	51	71	1
Pct 9424	VBM	9424	1	952	496	52.10	208	103	184	1
Pct 9425	Election Day	9425	1	933	199	21.33	65	53	81	0
Pct 9425	VBM	9425	1	933	465	49.84	212	71	182	0
Pct 9426	Election Day	9426	1	823	198	24.06	74	47	77	0
Pct 9426	VBM	9426	1	823	408	49.57	159	84	164	1
Pct 9427	Election Day	9427	1	948	210	22.15	77	30	103	0
Pct 9427	VBM	9427	1	948	447	47.15	154	98	194	1
Pct 9428	Election Day	9428	1	961	183	19.04	66	44	73	0
Pct 9428	VBM	9428	1	961	518	53.90	200	123	195	0
Pct 9429	Election Day	9429	1	899	228	25.36	84	60	83	0
Pct 9429	VBM	9429	1	899	432	48.05	185	98	149	0
Pct 9431	Election Day	9431	1	973	235	24.15	99	54	82	0
Pct 9431	VBM	9431	1	973	464	47.69	231	70	163	0
Pct 9432	Election Day	9432	1	945	214	22.65	77	52	85	0
Pct 9432	VBM	9432	1	945	468	49.52	192	80	196	0
Pct 9433	Election Day	9433	1	945	195	20.63	79	44	72	0
Pct 9433	VBM	9433	1	945	487	51.53	168	97	222	0
Pct 9434	Election Day	9434	1	979	261	26.66	96	62	103	0
Pct 9434	VBM	9434	1	979	481	49.13	191	107	182	0
Pct 9435	Election Day	9435	1	969	251	25.90	89	66	96	0
Pct 9435	VBM	9435	1	969	448	46.23	185	80	183	0
Pct 9436	Election Day	9436	1	1006	232	23.06	86	50	96	0
Pct 9436	VBM	9436	1	1006	495	49.20	202	102	191	0
Pct 9437	Election Day	9437	1	897	219	24.41	85	57	77	0
Pct 9437	VBM	9437	1	897	435	48.49	173	88	174	0
Pct 9438	Election Day	9438	1	948	202	21.31	71	45	86	0
Pct 9438	VBM	9438	1	948	496	52.32	219	95	181	1
Pct 9439	Election Day	9439	1	879	173	19.68	72	44	57	0
Pct 9439	VBM	9439	1	879	425	48.35	167	82	176	0
Pct 9441	Election Day	9441	1	980	261	26.63	97	71	93	0
Pct 9441	VBM	9441	1	980	462	47.14	172	108	181	1
Pct 9442	Election Day	9442	1	1008	280	27.78	128	59	93	0
Pct 9442	VBM	9442	1	1008	461	45.73	178	104	178	1
Pct 9443	Election Day	9443	1	937	220	23.48	91	46	82	0
Pct 9443	VBM	9443	1	937	442	47.17	192	102	148	0
Pct 9444	Election Day	9444	1	937	190	20.28	69	36	84	0
Pct 9444	VBM	9444	1	937	442	47.17	165	108	167	2
Pct 9445	Election Day	9445	1	981	230	23.45	81	65	84	0
Pct 9445	VBM	9445	1	981	493	50.25	201	97	195	0
Pct 9446	Election Day	9446	1	1090	240	22.02	84	50	106	0
Pct 9446	VBM	9446	1	1090	564	51.74	221	121	222	0
Pct 9447	Election Day	9447	1	906	236	26.05	110	47	79	0
Pct 9447	VBM	9447	1	906	448	49.45	154	98	196	0
Pct 9448	Election Day	9448	1	909	232	25.52	100	58	74	0
Pct 9448	VBM	9448	1	909	429	47.19	143	120	166	0
Pct 9449	Election Day	9449	1	830	177	21.33	63	36	76	0
Pct 9449	VBM	9449	1	830	428	51.57	166	92	170	0
Pct 9451	Election Day	9451	1	420	97	23.10	44	18	35	0
Pct 9451	VBM	9451	1	420	218	51.90	95	33	90	0
Pct 9452	Election Day	9452	1	840	259	30.83	93	61	105	0
Pct 9452	VBM	9452	1	840	412	49.05	132	90	190	0
Pct 9453	Election Day	9453	1	500	135	27.00	59	23	53	0
