		Total Registered	Democratic	Republican	American Independent	Green	Libertarian	Peace and Freedom	Unknown	Other	No Party Preference
	County Supervisorial 1	2152	551	958	116	3	23	8	0	2	491
	County Supervisorial 2	2600	821	953	118	18	34	10	0	1	645
	County Supervisorial 3	2592	585	1327	119	6	26	5	0	0	524
	County Supervisorial 4	2384	746	836	111	13	26	10	0	0	642
	County Supervisorial 5	2752	809	1206	135	14	33	2	0	1	552
											
	US Congressional 1	12480	3512	5280	599	54	142	35	0	4	2854
											
	State Senate 1	12480	3512	5280	599	54	142	35	0	4	2854
											
	State Assembly 1	12480	3512	5280	599	54	142	35	0	4	2854
											
	State Board of Equalization 1	12480	3512	5280	599	54	142	35	0	4	2854
											
  Cities											
	Portola	1046	324	381	61	1	12	5	0	2	260
											
	Unincorporated Area	11434	3188	4899	538	53	130	30	0	2	2594
Plumas Totals		12480	3512	5280	599	54	142	35	0	4	2854
     Percent			0.28141024708747864	0.42307692766189575	0.047996796667575836	0.004326923284679651	0.011378205381333828	0.002804487245157361	0	0.00032051283051259816	0.2286859005689621
											
Riverside											
  Districts											
	County Supervisorial 1	206214	75386	69867	6141	615	1619	802	602	944	50238
	County Supervisorial 2	197428	74574	63862	5300	513	1440	709	661	754	49615
	County Supervisorial 3	223564	63652	87271	8688	639	2156	650	677	1223	58608
	County Supervisorial 4	195835	83612	58740	5410	531	1222	592	729	906	44093
	County Supervisorial 5	212916	87929	61177	6341	542	1463	862	766	1001	52835
											
	US Congressional 36	323516	126118	104093	10334	922	2258	1090	1187	1645	75869
	US Congressional 41	305353	139338	76588	7726	907	1946	1471	1101	1259	75017
	US Congressional 42	364388	108626	142801	12033	890	3239	964	1056	1697	93082
	US Congressional 50	42700	11071	17435	1787	121	457	90	91	227	11421
											
	State Senate 23	164468	53266	60075	6204	454	1343	595	600	929	41002
	State Senate 28	451978	153412	162947	14936	1250	3775	1284	1404	2256	110714
	State Senate 31	419511	178475	117895	10740	1136	2782	1736	1431	1643	103673
											
	State Assembly 42	176847	65229	60727	5976	466	1298	548	632	905	41066
	State Assembly 56	109392	49578	29177	2806	310	645	413	426	510	25527
	State Assembly 60	212282	83874	67036	5355	505	1449	744	691	790	51838
	State Assembly 61	207229	94601	50859	5385	631	1333	992	740	853	51835
	State Assembly 67	244712	69688	97178	8886	664	2249	735	742	1291	63279
	State Assembly 71	21162	5439	9555	899	98	238	61	53	145	4674
	State Assembly 75	64333	16744	26385	2573	166	688	122	151	334	17170
											
	State Board of Equalization 4	1035957	385153	340917	31880	2840	7900	3615	3435	4828	255389
											
  Cities											
	Banning	13538	5056	4732	491	32	97	60	53	78	2939
	Beaumont	21988	7236	7920	796	53	187	61	55	111	5569
	Blythe	4291	1499	1383	156	9	18	13	33	17	1163
	Calimesa	4866	1211	2295	196	11	46	19	13	28	1047
	Canyon Lake	6807	1181	3807	247	12	64	11	18	30	1437
	Cathedral City	21754	10457	5160	543	73	147	70	78	115	5111
	Coachella	12577	7580	1461	169	32	60	75	40	26	3134
	Corona	70850	24520	25892	1846	163	552	180	214	257	17226
	Desert Hot Springs	10919	4531	2948	363	49	87	57	47	61	2776
	Eastvale	27639	10005	8157	733	36	176	55	81	91	8305
	Hemet	37610	12581	12995	1510	102	260	151	161	207	9643
	Indian Wells	2863	553	1623	83	5	9	1	13	11	565
	Indio	34608	15451	9849	882	77	199	111	127	155	7757
	Jurupa Valley	39775	17714	10195	925	103	259	202	198	154	10025
	La Quinta	20647	6492	8495	689	43	152	42	62	109	4563
	Lake Elsinore	25901	8655	8133	943	79	258	92	86	122	7533
	Menifee	47368	13894	18922	1796	128	440	128	172	274	11614
	Moreno Valley	83839	41512	17399	1981	203	454	428	302	336	21224
	Murrieta	52843	13418	22449	1942	126	512	124	140	278	13854
	Norco	12628	2858	6454	398	33	101	31	31	45	2677
	Palm Desert	27125	9086	10695	897	68	190	58	94	115	5922
	Palm Springs	26248	14441	5162	647	90	170	60	107	127	5444
	Perris	26579	14438	4017	551	70	123	117	120	90	7053
	Rancho Mirage	10450	3803	3930	310	18	59	18	31	41	2240
	Riverside	139208	59514	40357	3765	481	986	615	412	614	32464
	San Jacinto	18331	7023	5004	643	62	152	97	78	107	5165
	Temecula	53489	14014	21816	2160	151	562	107	130	280	14269
	Wildomar	16920	4422	6936	638	61	164	59	39	98	4503
											
	Unincorporated Area	164296	52008	62731	5580	470	1416	573	500	851	40167
Riverside Totals		1035957	385153	340917	31880	2840	7900	3615	3435	4828	255389
     Percent			0.3717847466468811	0.3290841281414032	0.030773477628827095	0.0027414264623075724	0.007625799160450697	0.003489527152851224	0.0033157747238874435	0.004660425242036581	0.24652470648288727
											
Sacramento											
  Districts											
	County Supervisorial 1	148438	75491	22885	4036	978	1314	1108	466	335	41825
	County Supervisorial 2	138477	71059	23569	3340	558	777	1159	447	240	37328
	County Supervisorial 3	153282	61360	45809	4948	791	1727	803	341	348	37155
	County Supervisorial 4	154808	48360	57364	5564	607	1888	524	309	368	39824
	County Supervisorial 5	170960	68761	47883	5253	593	1512	777	358	327	45496
											
	US Congressional 3	16968	5409	6099	618	64	193	99	49	47	4390
	US Congressional 6	326591	160257	59109	9062	1797	2715	2536	977	701	89437
	US Congressional 7	408727	154900	127252	12956	1631	4175	1669	867	841	104436
	US Congressional 9	13679	4465	5050	505	35	135	67	28	29	3365
											
	State Senate 1	89715	27439	34643	3072	342	1093	191	156	184	22595
	State Senate 3	3131	1130	1105	131	13	30	13	12	6	691
	State Senate 4	161035	57554	52082	5740	773	1949	902	343	418	41274
	State Senate 5	13933	4548	5147	522	37	138	67	29	31	3414
	State Senate 6	470430	225588	94074	12786	2289	3687	3111	1336	933	126626
	State Senate 8	27721	8772	10459	890	73	321	87	45	46	7028
											
	State Assembly 6	83702	25396	32358	2911	326	1042	186	145	175	21163
	State Assembly 7	213574	101825	40146	6104	1276	1954	1525	634	488	59622
	State Assembly 8	257663	99082	78869	8440	1174	2821	1383	567	608	64719
	State Assembly 9	209033	98008	45459	5603	744	1377	1267	565	344	55666
	State Assembly 11	1993	720	678	83	7	24	10	10	3	458
											
	State Board of Equalization 1	765965	325031	197510	23141	3527	7218	4371	1921	1618	201628
											
  Cities											
	Citrus Heights	44941	14597	16332	1755	212	615	196	98	127	11009
	Elk Grove	90745	38965	22958	2571	285	646	307	194	143	24676
	Folsom	41160	12339	15370	1406	122	449	70	85	76	11243
	Galt	12214	4074	4367	449	33	111	65	27	25	3063
	Isleton	350	151	91	13	0	4	3	5	0	83
	Rancho Cordova	35697	13760	9712	1199	145	431	243	74	92	10041
	Sacramento	244935	126385	38817	6375	1404	1892	1831	753	502	66976
											
	Unincorporated Area	295923	114760	89863	9373	1326	3070	1656	685	653	74537
Sacramento Totals		765965	325031	197510	23141	3527	7218	4371	1921	1618	201628
     Percent			0.4243418574333191	0.2578577399253845	0.030211562290787697	0.004604649264365435	0.009423406794667244	0.005706527270376682	0.0025079473853111267	0.002112368121743202	0.2632339596748352
											
San Benito											
  Districts											
	County Supervisorial 1	6737	2779	1956	177	27	41	15	0	17	1725
	County Supervisorial 2	6151	2756	1631	207	31	55	16	1	8	1446
	County Supervisorial 3	5594	2815	1166	131	14	32	19	0	3	1414
	County Supervisorial 4	6873	2479	2499	198	27	66	21	1	10	1572
	County Supervisorial 5	4709	2818	535	88	12	37	24	1	2	1192
											
	US Congressional 20	30064	13647	7787	801	111	231	95	3	40	7349
											
	State Senate 12	30064	13647	7787	801	111	231	95	3	40	7349
											
	State Assembly 30	30064	13647	7787	801	111	231	95	3	40	7349
											
	State Board of Equalization 2	30064	13647	7787	801	111	231	95	3	40	7349
											
  Cities											
	Hollister	17958	9013	3603	449	62	131	70	2	21	4607
	San Juan Bautista	1019	542	200	40	2	10	1	0	1	223
											
	Unincorporated Area	11087	4092	3984	312	47	90	24	1	18	2519
San Benito Totals		30064	13647	7787	801	111	231	95	3	40	7349
     Percent			0.453931599855423	0.2590140998363495	0.026643160730600357	0.0036921235732734203	0.007683608215302229	0.003159925574436784	9.978711750591174E-05	0.0013304949970915914	0.24444518983364105
											
San Bernardino											
  Districts											
	County Supervisorial 1	181423	60204	61986	8513	526	1545	819	583	1076	46171
	County Supervisorial 2	204699	77715	63579	6228	641	1514	751	655	816	52800
	County Supervisorial 3	205717	71600	72115	7534	803	1783	752	645	1167	49318
	County Supervisorial 4	176171	72848	46277	4771	538	1271	809	583	715	48359
	County Supervisorial 5	169306	83044	31927	4326	481	1001	1099	691	851	45886
											
	US Congressional 8	311036	99500	112684	13976	1116	2860	1300	982	1841	76777
	US Congressional 27	22488	6761	9711	636	64	158	51	72	78	4957
	US Congressional 31	341347	142858	94666	9931	1059	2358	1459	1179	1674	86163
	US Congressional 35	222878	103376	45204	5801	673	1456	1318	818	889	63343
	US Congressional 39	39567	12916	13619	1028	77	282	102	106	143	11294
											
	State Senate 16	59508	16896	22075	3067	285	652	301	213	405	15614
	State Senate 20	325332	150980	66234	8567	953	2061	1930	1249	1393	91965
	State Senate 21	151062	52923	48331	6888	413	1216	715	496	878	39202
	State Senate 23	319466	116863	110721	10543	1088	2559	1018	948	1616	74110
	State Senate 25	42693	14927	15030	1291	175	345	165	145	190	10425
	State Senate 29	39255	12822	13493	1016	75	281	101	106	143	11218
											
	State Assembly 33	213069	69268	74526	9935	705	1926	963	682	1252	53812
	State Assembly 36	9415	2242	4379	483	33	109	19	27	56	2067
	State Assembly 40	233405	95012	70903	6917	708	1628	813	732	1152	55540
	State Assembly 41	56152	18504	21459	1742	212	441	189	169	249	13187
	State Assembly 42	60688	16583	24890	2712	303	668	215	192	380	14745
	State Assembly 47	195278	93032	36000	5133	554	1173	1257	795	885	56449
	State Assembly 52	130054	57948	30234	3434	399	888	673	454	508	35516
	State Assembly 55	39255	12822	13493	1016	75	281	101	106	143	11218
											
	State Board of Equalization 1	489114	176549	158168	18285	1566	3987	2057	1554	2391	124557
	State Board of Equalization 3	39255	12822	13493	1016	75	281	101	106	143	11218
	State Board of Equalization 4	408947	176040	104223	12071	1348	2846	2072	1497	2091	106759
											
  Cities											
	Adelanto	11204	5285	1699	474	28	87	73	62	90	3406
	Apple Valley	37999	10327	16071	1835	86	320	130	92	190	8948
	Barstow	8984	3233	2295	439	31	63	67	39	73	2744
	Big Bear Lake	2696	654	1275	113	10	31	8	6	24	575
	Chino	37201	14319	11211	1031	100	250	136	130	122	9902
	Chino Hills	39255	12822	13493	1016	75	281	101	106	143	11218
	Colton	20853	10087	3805	562	68	130	122	92	95	5892
	Fontana	83006	39103	15176	2195	257	494	483	305	338	24655
	Grand Terrace	6649	2422	2223	237	24	46	23	20	34	1620
	Hesperia	40334	13282	13415	1863	130	359	196	140	247	10702
	Highland	26046	10989	7969	758	70	139	99	78	144	5800
	Loma Linda	11083	3864	3219	341	39	92	41	45	60	3382
	Montclair	14192	7050	2463	318	61	101	89	42	56	4012
	Needles	1777	617	579	110	3	16	8	3	17	424
	Ontario	65676	30308	14324	1778	206	456	358	222	275	17749
	Rancho Cucamonga	89043	31499	30777	2850	234	653	250	252	361	22167
	Redlands	39674	14004	14336	1310	171	367	99	101	196	9090
	Rialto	41678	21194	6437	1097	97	255	300	170	173	11955
	San Bernardino	91240	43953	21200	2252	253	500	455	368	536	21723
	Twenty-nine Palms	6400	1760	2211	292	22	88	37	27	41	1922
	Upland	40234	14303	13888	1211	161	316	155	140	182	9878
	Victorville	48528	20767	11192	2125	134	334	264	164	293	13255
	Yucaipa	28718	7333	13222	1137	120	276	68	80	169	6313
	Yucca Valley	11253	2996	4386	565	54	125	52	41	86	2948
											
	Unincorporated Area	133593	43240	49018	5463	555	1335	616	432	680	32254
San Bernardino Totals		937316	365411	275884	31372	2989	7114	4230	3157	4625	242534
     Percent			0.3898482620716095	0.2943340241909027	0.0334700345993042	0.003188892500475049	0.007589756511151791	0.004512885585427284	0.0033681276254355907	0.004934301599860191	0.2587537169456482
											
San Diego											
  Districts											
	County Supervisorial 1	310785	130668	59855	7789	1071	1984	1350	1601	832	105635
	County Supervisorial 2	366038	113409	130339	13680	1345	3678	1000	1133	1176	100278
	County Supervisorial 3	355013	118587	105357	10928	1224	3208	693	1093	767	113156
	County Supervisorial 4	377308	163804	69774	11689	2120	3912	1258	1741	1138	121872
	County Supervisorial 5	332563	100239	117075	12081	1239	3523	903	1050	748	95705
											
	US Congressional 49	299265	97944	94871	10410	1180	3122	749	976	671	89342
	US Congressional 50	342193	91938	136728	12937	1209	3559	930	987	945	92960
	US Congressional 51	247473	112637	36164	6094	1028	1626	1418	1562	740	86204
	US Congressional 52	426663	146180	120631	13334	1630	4192	805	1468	1059	137364
	US Congressional 53	426113	178008	94006	13392	1952	3806	1302	1625	1246	130776
											
	State Senate 36	258448	84756	82169	9240	1075	2758	707	850	610	76283
	State Senate 38	523163	152118	193698	18996	1829	5217	1349	1536	1413	147007
	State Senate 39	576640	224905	136865	18052	2706	5850	1347	2180	1524	183211
	State Senate 40	383456	164928	69668	9879	1389	2480	1801	2052	1114	130145
											
	State Assembly 71	237388	66055	93464	9160	794	2348	665	672	769	63461
	State Assembly 75	184079	52994	68398	6627	700	1961	546	561	429	51863
	State Assembly 76	252864	83291	79854	9037	1040	2702	692	829	587	74832
	State Assembly 77	283927	90574	88019	8731	861	2484	470	845	691	91252
	State Assembly 78	292938	122435	61274	9207	1646	3248	689	1187	736	92516
	State Assembly 79	268037	110111	58104	8149	1081	2165	952	1298	830	85347
	State Assembly 80	222474	101247	33287	5256	877	1397	1190	1226	619	77375
											
	State Board of Equalization 4	1741707	626707	482400	56167	6999	16305	5204	6618	4661	536646
											
  Cities											
	Carlsbad	69115	21340	24084	2457	228	677	103	190	161	19875
	Chula Vista	139000	56990	29298	3557	433	847	514	594	326	46441
	Coronado	10803	2769	4462	366	33	98	14	41	18	3002
	Del Mar	3281	1185	1017	99	12	33	5	9	4	917
	El Cajon	42969	13761	13999	1604	135	361	183	199	137	12590
	Encinitas	41984	15961	11418	1385	251	446	88	125	95	12215
	Escondido	66987	21134	21896	2362	240	703	255	238	169	19990
	Imperial Beach	13133	4733	2923	510	77	133	65	73	55	4564
	La Mesa	35410	13665	9454	1341	197	406	100	108	112	10027
	Lemon Grove	14684	6211	3167	489	76	124	73	63	57	4424
	National City	24682	11108	3464	608	90	124	135	224	82	8847
	Oceanside	92734	30418	29287	3455	367	957	331	298	223	27398
	Poway	28932	7726	11431	968	76	295	37	84	76	8239
	San Diego	756694	307074	161831	22175	3372	6907	2295	3239	2049	247752
	San Marcos	41333	13163	13419	1480	142	422	113	114	78	12402
	Santee	32930	8692	13197	1343	119	363	60	65	108	8983
	Solana Beach	9014	3190	2780	275	31	83	12	26	19	2598
	Vista	43621	14324	12976	1536	179	519	153	198	95	13641
											
	Unincorporated Area	274401	73263	112297	10157	941	2807	668	730	797	72741
San Diego Totals		1741707	626707	482400	56167	6999	16305	5204	6618	4661	536646
     Percent			0.35982343554496765	0.27696967124938965	0.03224824741482735	0.004018471576273441	0.009361505508422852	0.002987873274832964	0.0037997206673026085	0.0026761102490127087	0.3081149756908417
											
San Francisco											
  Districts											
	County Supervisorial 1	42769	23588	3235	679	376	261	83	124	76	14347
	County Supervisorial 2	50367	26042	6534	1146	190	417	47	143	65	15783
	County Supervisorial 3	39728	20430	3144	753	230	314	94	166	127	14470
	County Supervisorial 4	42976	21788	3339	673	346	251	104	156	85	16234
	County Supervisorial 5	53609	33599	2081	900	550	308	151	200	109	15711
	County Supervisorial 6	43101	23330	2523	765	310	357	175	262	102	15277
	County Supervisorial 7	47160	26042	4752	770	378	242	93	151	75	14657
	County Supervisorial 8	58058	38827	2205	680	624	278	109	165	95	15075
	County Supervisorial 9	42917	26455	1580	535	548	192	165	162	89	13191
	County Supervisorial 10	41834	24033	1709	625	273	199	186	220	92	14497
	County Supervisorial 11	37532	20084	2075	514	250	164	164	173	94	14014
											
	US Congressional 12	442999	253757	28423	7161	3694	2710	1199	1693	902	143460
	US Congressional 13	0	0	0	0	0	0	0	0	0	0
	US Congressional 14	57052	30461	4754	879	381	273	172	229	107	19796
											
	State Senate 11	500051	284218	33177	8040	4075	2983	1371	1922	1009	163256
											
	State Assembly 17	290489	172215	14717	4403	2582	1715	922	1216	649	92070
	State Assembly 19	209562	112003	18460	3637	1493	1268	449	706	360	71186
											
	State Board of Equalization 2	500051	284218	33177	8040	4075	2983	1371	1922	1009	163256
											
  Cities											
	San Francisco	500051	284218	33177	8040	4075	2983	1371	1922	1009	163256
San Francisco Totals		500051	284218	33177	8040	4075	2983	1371	1922	1009	163256
     Percent			0.5683780312538147	0.06634723395109177	0.016078360378742218	0.008149168454110622	0.005965391639620066	0.0027417202945798635	0.003843607846647501	0.0020177941769361496	0.3264786899089813
											
San Joaquin											
  Districts											
	County Supervisorial 1	54213	29951	8956	1119	167	257	325	221	131	13086
	County Supervisorial 2	66174	31546	15798	1527	206	379	323	204	198	15993
	County Supervisorial 3	75686	31347	21890	2139	213	531	257	229	249	18831
	County Supervisorial 4	74516	20562	34530	2354	216	699	200	155	225	15575
	County Supervisorial 5	74302	30127	19286	2004	233	526	219	285	278	21344
											
	US Congressional 9	242849	105446	68675	6058	736	1611	1029	727	703	57864
	US Congressional 10	102042	38087	31785	3085	299	781	295	367	378	26965
											
	State Senate 5	344891	143533	100460	9143	1035	2392	1324	1094	1081	84829
											
	State Assembly 9	37147	11194	15834	1145	119	379	118	82	116	8160
	State Assembly 12	86383	28408	32365	2770	247	704	247	281	285	21076
	State Assembly 13	221361	103931	52261	5228	669	1309	959	731	680	55593
											
	State Board of Equalization 1	344891	143533	100460	9143	1035	2392	1324	1094	1081	84829
											
  Cities											
	Escalon	4035	1128	1815	158	4	41	8	7	18	856
	Lathrop	10503	4657	2092	284	30	74	36	49	25	3256
	Lodi	31767	9740	13255	962	105	319	101	69	99	7117
	Manteca	39099	14629	12014	1299	109	317	127	161	152	10291
	Ripon	9009	1980	4637	311	22	82	16	24	21	1916
	Stockton	136838	68537	30027	3007	427	709	648	402	386	32695
	Tracy	42379	18276	9921	1110	136	291	124	162	160	12199
											
	Unincorporated Area	71261	24586	26699	2012	202	559	264	220	220	16499
San Joaquin Totals		344891	143533	100460	9143	1035	2392	1324	1094	1081	84829
     Percent			0.4161691665649414	0.2912804186344147	0.026509825140237808	0.0030009481124579906	0.006935524754226208	0.0038388939574360847	0.003172016702592373	0.0031343235168606043	0.2459588646888733
											
San Luis Obispo											
  Districts											
	County Supervisorial 1	32264	8626	14085	1006	148	322	65	83	281	7648
	County Supervisorial 2	33992	14256	8787	1005	323	353	91	160	335	8682
	County Supervisorial 3	36016	13970	10804	1088	225	352	68	83	294	9132
	County Supervisorial 4	35994	11582	13849	1072	143	313	79	85	387	8484
	County Supervisorial 5	34278	11096	12592	1117	226	420	68	86	325	8348
											
	US Congressional 24	172544	59530	60117	5288	1065	1760	371	497	1622	42294
											
	State Senate 17	172544	59530	60117	5288	1065	1760	371	497	1622	42294
											
	State Assembly 35	172544	59530	60117	5288	1065	1760	371	497	1622	42294
	State Assembly 37	0	0	0	0	0	0	0	0	0	0
											
	State Board of Equalization 2	172544	59530	60117	5288	1065	1760	371	497	1622	42294
											
  Cities											
	Arroyo Grande	12461	4111	4699	367	57	107	20	27	137	2936
	Atascadero	18665	5731	7262	623	125	213	40	26	181	4464
	El Paso de Robles	16706	4926	6619	508	70	167	37	44	155	4180
	Grover Beach	7440	2673	2320	281	40	79	27	23	54	1943
	Morro Bay	7590	2991	2171	237	74	69	30	30	78	1910
	Pismo Beach	6072	1957	2337	189	23	47	10	11	58	1440
	San Luis Obispo	29436	13284	6297	833	215	334	48	106	239	8080
											
	Unincorporated Area	74174	23857	28412	2250	461	744	159	230	720	17341
San Luis Obispo Totals		172544	59530	60117	5288	1065	1760	371	497	1622	42294
     Percent			0.34501343965530396	0.34841546416282654	0.03064725548028946	0.006172338500618935	0.01020029652863741	0.002150176092982292	0.002880424726754427	0.009400500915944576	0.2451200783252716
											
San Mateo											
  Districts											
	County Supervisorial 1	80234	39484	12911	1697	326	402	175	196	168	24875
	County Supervisorial 2	83463	40770	13628	1723	352	459	152	189	180	26010
	County Supervisorial 3	99224	48879	18150	2324	634	771	145	168	230	27923
	County Supervisorial 4	67686	35952	8866	1227	350	452	226	156	146	20311
	County Supervisorial 5	68744	35828	7229	1150	265	309	221	167	152	23423
											
	US Congressional 14	328685	166105	47610	6714	1543	1875	799	752	720	102567
	US Congressional 18	70666	34808	13174	1407	384	518	120	124	156	19975
											
	State Senate 11	58893	30908	5866	955	223	239	200	149	117	20236
	State Senate 13	340458	170005	54918	7166	1704	2154	719	727	759	102306
											
	State Assembly 19	60959	32072	6068	991	231	245	204	156	120	20872
	State Assembly 22	268834	133908	43049	5723	1276	1626	524	578	603	81547
	State Assembly 24	69558	34933	11667	1407	420	522	191	142	153	20123
											
	State Board of Equalization 2	399351	200913	60784	8121	1927	2393	919	876	876	122542
											
  Cities											
	Atherton	4882	1682	1572	108	14	34	3	14	9	1446
	Belmont	15705	7618	2597	342	75	98	23	31	35	4886
	Brisbane	2740	1458	288	59	15	24	8	9	13	866
	Burlingame	17551	8422	3115	401	69	117	24	27	40	5336
	Colma	687	382	73	17	0	2	2	1	2	208
	Daly City	45944	24000	4481	724	163	192	165	119	98	16002
	East Palo Alto	10264	5991	645	164	48	57	83	26	23	3227
	Foster City	16326	7270	2807	256	49	83	15	37	40	5769
	Half Moon Bay	7416	3557	1377	216	63	73	18	19	20	2073
	Hillsborough	7705	2616	2381	192	15	52	6	20	14	2409
	Menlo Park	19094	9904	3048	325	107	125	27	37	28	5493
	Millbrae	12772	5740	2074	260	54	47	23	45	27	4502
	Pacifica	24748	13389	3300	623	185	182	57	43	64	6905
	Portola Valley	3413	1583	787	67	12	32	4	6	11	911
	Redwood City	41313	21045	6343	803	194	286	86	97	87	12372
	San Bruno	22421	11804	3055	478	106	117	59	44	56	6702
	San Carlos	19525	9559	3727	449	81	121	13	23	38	5514
	San Mateo	54143	27234	8614	1181	239	294	117	126	110	16228
	South San Francisco	32316	17464	3593	585	135	121	97	81	63	10177
	Woodside	4056	1626	1111	99	13	36	2	4	13	1152
											
	Unincorporated Area	36330	18569	5796	772	290	300	87	67	85	10364
San Mateo Totals		399351	200913	60784	8121	1927	2393	919	876	876	122542
     Percent			0.5030987858772278	0.15220695734024048	0.020335493609309196	0.004825328942388296	0.00599222257733345	0.002301233820617199	0.0021935589611530304	0.0021935589611530304	0.30685287714004517
											
Santa Barbara											
  Districts											
	County Supervisorial 1	46772	23055	8874	1107	350	363	119	158	343	12403
	County Supervisorial 2	52815	24764	12074	1264	365	411	101	149	362	13325
	County Supervisorial 3	48024	19572	11819	1087	234	462	88	200	271	14291
	County Supervisorial 4	41420	13097	15512	1302	108	302	113	119	223	10644
	County Supervisorial 5	28386	11598	7531	753	63	173	96	121	139	7912
											
	US Congressional 24	217417	92086	55810	5513	1120	1711	517	747	1338	58575
											
	State Senate 19	217417	92086	55810	5513	1120	1711	517	747	1338	58575
											
	State Assembly 35	80347	28430	26574	2362	203	563	242	270	430	21273
	State Assembly 37	137070	63656	29236	3151	917	1148	275	477	908	37302
											
	State Board of Equalization 2	217417	92086	55810	5513	1120	1711	517	747	1338	58575
											
  Cities											
	Buellton	2955	965	1070	91	10	36	7	4	20	752
	Carpinteria	7186	3338	1576	164	56	55	15	19	44	1919
	Goleta	17641	8062	4070	372	103	143	44	50	118	4679
	Guadalupe	2447	1347	360	50	10	9	13	8	13	637
	Lompoc	17005	6437	4770	551	52	145	68	57	94	4831
	Santa Barbara	50055	25915	8146	1190	393	398	134	167	357	13355
	Santa Maria	32919	13288	8865	869	69	203	103	139	149	9234
	Solvang	3566	1117	1411	92	14	27	5	8	20	872
											
	Unincorporated Area	83643	31617	25542	2134	413	695	128	295	523	22296
Santa Barbara Totals		217417	92086	55810	5513	1120	1711	517	747	1338	58575
     Percent			0.4235455393791199	0.2566956579685211	0.025356803089380264	0.00515139102935791	0.007869670167565346	0.0023779189214110374	0.003435793798416853	0.006154072470963001	0.26941314339637756
											
Santa Clara											
  Districts											
	County Supervisorial 1	192997	83076	44755	4932	757	1465	442	14	365	57191
	County Supervisorial 2	133835	67109	15805	2525	597	912	694	10	231	45952
	County Supervisorial 3	172124	75844	27145	3275	517	1010	462	19	289	63563
	County Supervisorial 4	183345	86051	32677	4012	825	1469	444	25	336	57506
	County Supervisorial 5	203463	91507	32532	2908	722	1158	222	5	362	74047
											
	US Congressional 17	237334	102924	36156	4189	761	1441	512	23	415	90913
	US Congressional 18	299495	136829	56271	5851	1235	2143	482	20	561	96103
	US Congressional 19	342048	160272	59546	7451	1394	2380	1234	30	596	109145
	US Congressional 20	6887	3562	941	161	28	50	36	0	11	2098
											
	State Senate 10	141243	62930	21619	2758	485	919	372	21	248	51891
	State Senate 13	171679	82401	25500	2585	700	1117	237	6	301	58832
	State Senate 15	464530	210313	82237	9476	1805	3104	1308	37	823	155427
	State Senate 17	108312	47943	23558	2833	428	874	347	9	211	32109
											
	State Assembly 24	174271	83443	26050	2630	702	1127	238	6	308	59767
	State Assembly 25	141401	62357	21790	2768	460	877	381	21	252	52495
	State Assembly 27	200680	96890	27784	3854	789	1208	888	17	339	68911
	State Assembly 28	258138	113012	51377	5434	1033	1924	474	22	480	84382
	State Assembly 29	52920	22962	11334	1283	216	420	109	2	89	16505
	State Assembly 30	58354	24923	14579	1683	218	458	174	5	115	16199
											
	State Board of Equalization 2	885764	403587	152914	17652	3418	6014	2264	73	1583	298259
											
  Cities											
	Campbell	22947	10535	4381	571	108	213	57	2	50	7030
	Cupertino	29614	11325	4585	395	71	121	25	1	55	13036
	Gilroy	24972	11555	5359	650	93	168	92	2	43	7010
	Los Altos	20320	9011	4435	303	60	127	12	1	42	6329
	Los Altos Hills	5941	2202	1563	105	16	39	1	0	9	2006
	Los Gatos	19875	8294	5049	498	83	161	27	0	32	5731
	Milpitas	29931	12468	4506	540	80	149	97	4	60	12027
	Monte Sereno	2519	947	762	66	3	20	2	0	9	710
	Morgan Hill	23543	9577	6258	733	90	199	41	2	43	6600
	Mountain View	37032	18611	4379	585	189	272	59	2	64	12871
	Palo Alto	39866	20911	4775	474	189	207	43	1	73	13193
	San Jose	454312	210288	75193	9362	1799	3107	1425	43	774	152321
	Santa Clara	51068	23611	7987	1006	188	340	128	11	94	17703
	Saratoga	20421	7472	4890	316	40	107	23	0	35	7538
	Sunnyvale	61144	27779	9328	1016	222	433	113	2	107	22144
											
	Unincorporated Area	42259	19001	9464	1032	187	351	119	2	93	12010
Santa Clara Totals		885764	403587	152914	17652	3418	6014	2264	73	1583	298259
     Percent			0.4556371569633484	0.17263515293598175	0.01992855966091156	0.003858815645799041	0.006789619103074074	0.0025559854693710804	8.241472824010998E-05	0.001787157729268074	0.3367251455783844
											
Santa Cruz											
  Districts											
	County Supervisorial 1	35727	19224	5430	818	383	318	87	5	215	9247
	County Supervisorial 2	33978	17764	5991	806	281	280	114	9	188	8545
	County Supervisorial 3	34939	21128	2572	587	491	268	110	1	225	9557
	County Supervisorial 4	19680	11365	2264	312	110	109	98	1	91	5330
	County Supervisorial 5	35175	17585	6096	919	478	477	110	2	232	9276
											
	US Congressional 18	35615	17379	6611	953	479	517	101	5	226	9344
	US Congressional 20	123884	69687	15742	2489	1264	935	418	13	725	32611
											
	State Senate 17	159499	87066	22353	3442	1743	1452	519	18	951	41955
											
	State Assembly 29	134315	72499	19545	3039	1604	1320	373	14	844	35077
	State Assembly 30	25184	14567	2808	403	139	132	146	4	107	6878
											
	State Board of Equalization 2	159499	87066	22353	3442	1743	1452	519	18	951	41955
											
  Cities											
	Capitola	6571	3476	957	178	64	66	21	0	43	1766
	Santa Cruz	39028	23504	2964	677	528	282	130	1	264	10678
