		Total Registered	Democratic	Republican	American Independent	Green	Libertarian	Peace and Freedom	Unknown	Other	No Party Preference
	US Congressional 1	12471	3523	5441	634	50	156	39	4	17	2607

	State Senate 1	12471	3523	5441	634	50	156	39	4	17	2607

	State Assembly 1	12471	3523	5441	634	50	156	39	4	17	2607

	State Board of Equalization 1	12471	3523	5441	634	50	156	39	4	17	2607

  Cities
	Portola	1065	335	394	67	1	14	10	0	4	240

	Unincorporated Area	11406	3188	5047	567	49	142	29	4	13	2367
Plumas Totals		12471	3523	5441	634	50	156	39	4	17	2607
     Percent			0.282495379447937	0.43629220128059387	0.05083794519305229	0.004009301774203777	0.01250902097672224	0.00312725524418056	0.0003207441186532378	0.0013631625333800912	0.20904497802257538

Riverside
  Districts
	County Supervisorial 1	214714	80217	71451	7309	686	1976	983	1276	951	49865
	County Supervisorial 2	207617	81482	64872	6365	570	1771	909	1393	799	49456
	County Supervisorial 3	238229	71408	90864	10288	732	2634	953	1483	1395	58472
	County Supervisorial 4	203983	90763	57600	6682	583	1468	842	1246	935	43864
	County Supervisorial 5	227897	95731	64089	7792	620	1893	1180	1596	1054	53942

	US Congressional 36	340165	137875	104718	12491	1047	2686	1573	2140	1787	75848
	US Congressional 41	316790	147367	76719	9224	983	2439	1801	2231	1294	74732
	US Congressional 42	390092	121869	149350	14643	1037	4012	1373	2366	1790	93652
	US Congressional 50	45393	12490	18089	2078	124	605	120	257	263	11367

	State Senate 23	177293	59686	63252	7463	540	1659	869	1219	1057	41548
	State Senate 28	477595	169157	166761	18099	1398	4606	1802	2792	2350	110630
	State Senate 31	437552	190758	118863	12874	1253	3477	2196	2983	1727	103421

	State Assembly 42	186888	71630	62154	7232	554	1543	747	1107	1020	40901
	State Assembly 56	114571	53942	28224	3512	331	792	623	799	510	25838
	State Assembly 60	222396	90243	68048	6545	559	1799	975	1475	845	51907
	State Assembly 61	215156	100515	50815	6329	694	1678	1221	1508	882	51514
	State Assembly 67	263220	78650	102494	10755	765	2755	1044	1633	1350	63774
	State Assembly 71	21755	5744	9691	1022	110	260	80	94	140	4614
	State Assembly 75	68454	18877	27450	3041	178	915	177	378	387	17051

	State Board of Equalization 4	1092440	419601	348876	38436	3191	9742	4867	6994	5134	255599

  Cities
	Banning	14073	5325	4821	602	41	107	74	87	76	2940
	Beaumont	24756	8467	8736	986	56	238	98	141	126	5908
	Blythe	4539	1605	1466	194	7	24	21	45	20	1157
	Calimesa	5355	1338	2541	249	15	56	19	38	31	1068
	Canyon Lake	7030	1243	3953	298	9	66	20	36	30	1375
	Cathedral City	22391	11376	4684	664	70	161	111	158	102	5065
	Coachella	12939	7994	1226	227	41	83	104	77	31	3156
	Corona	74162	26965	25912	2255	191	687	262	502	269	17119
	Desert Hot Springs	11325	5018	2658	426	47	98	95	98	62	2823
	Eastvale	30431	11565	8833	896	46	213	96	191	115	8476
	Hemet	39435	13856	13197	1732	125	285	222	290	277	9451
	Indian Wells	2936	625	1629	111	5	18	0	14	10	524
	Indio	36669	16898	9832	1132	86	264	154	257	168	7878
	Jurupa Valley	42582	19270	10644	1188	107	319	241	353	168	10292
	La Quinta	21416	6987	8521	838	51	179	56	113	105	4566
	Lake Elsinore	28305	9867	8792	1112	98	321	154	169	133	7659
	Menifee	51785	15788	20342	2219	154	572	182	359	281	11888
	Moreno Valley	87962	44387	17400	2407	225	595	542	607	359	21440
	Murrieta	56223	15088	23401	2355	142	624	176	327	293	13817
	Norco	13042	3010	6636	437	37	134	36	68	51	2633
	Palm Desert	28844	10188	10891	1124	73	238	76	150	143	5961
	Palm Springs	26325	15167	4788	764	103	171	66	137	132	4997
	Perris	28407	15421	4227	696	79	175	202	267	99	7241
	Rancho Mirage	11048	4311	3937	378	24	73	23	42	44	2216
	Riverside	140674	61418	39665	4350	508	1190	692	856	591	31404
	San Jacinto	20065	8092	5245	774	79	196	160	152	124	5243
	Temecula	56786	15733	22637	2542	149	755	153	317	327	14173
	Wildomar	17882	4789	7291	804	65	214	66	117	97	4439

	Unincorporated Area	175053	57810	64971	6676	558	1686	766	1026	870	40690
Riverside Totals		1092440	419601	348876	38436	3191	9742	4867	6994	5134	255599
     Percent			0.3840952217578888	0.3193548321723938	0.0351836271584034	0.0029209842905402184	0.008917652070522308	0.004455164540559053	0.006402182392776012	0.0046995715238153934	0.2339707463979721

Sacramento
  Districts
	County Supervisorial 1	158553	83280	24013	5075	969	1660	1247	1102	467	40740
	County Supervisorial 2	147020	76522	24422	4216	586	1005	1352	1136	384	37397
	County Supervisorial 3	159500	65431	47230	6075	830	2057	920	841	476	35640
	County Supervisorial 4	161904	52037	59554	6616	617	2346	633	860	497	38744
	County Supervisorial 5	181513	74798	50262	6359	602	1889	929	1082	480	45112

	US Congressional 3	17996	5713	6516	792	71	234	113	130	52	4375
	US Congressional 6	346583	174253	61861	11290	1832	3413	2890	2445	1002	87597
	US Congressional 7	429449	167358	131735	15663	1664	5138	2003	2368	1212	102308
	US Congressional 9	14462	4744	5369	596	37	172	75	78	38	3353

	State Senate 1	93490	29650	35621	3654	344	1338	218	431	260	21974
	State Senate 3	3316	1204	1177	158	17	34	17	28	6	675
	State Senate 4	168852	61481	54635	6875	784	2410	1042	960	558	40107
	State Senate 5	14723	4826	5464	614	40	175	76	80	41	3407
	State Senate 6	498657	245298	97545	15922	2339	4594	3618	3400	1379	124562
	State Senate 8	29452	9609	11039	1118	80	406	110	122	60	6908

	State Assembly 6	87297	27420	33374	3453	328	1274	208	406	251	20583
	State Assembly 7	227166	111447	42212	7591	1282	2452	1732	1555	665	58230
	State Assembly 8	270135	106387	81870	10300	1224	3484	1603	1504	841	62922
	State Assembly 9	221736	106041	47276	6899	760	1721	1525	1535	541	55438
	State Assembly 11	2156	773	749	98	10	26	13	21	6	460

	State Board of Equalization 1	808490	352068	205481	28341	3604	8957	5081	5021	2304	197633

  Cities
	Citrus Heights	46840	15546	16954	2033	213	760	259	246	167	10662
	Elk Grove	96494	42710	23909	3084	277	792	400	578	224	24520
	Folsom	43408	13681	15901	1663	125	560	83	247	121	11027
	Galt	12919	4344	4636	537	33	143	72	69	36	3049
	Isleton	354	154	92	14	2	2	3	6	0	81
	Rancho Cordova	37980	14966	10353	1462	147	549	274	230	123	9876
	Sacramento	260086	137807	40334	7955	1406	2406	2081	1825	713	65559

	Unincorporated Area	310409	122860	93302	11593	1401	3745	1909	1820	920	72859
Sacramento Totals		808490	352068	205481	28341	3604	8957	5081	5021	2304	197633
     Percent			0.43546363711357117	0.2541540265083313	0.03505423665046692	0.004457692615687847	0.011078677140176296	0.0062845549546182156	0.006210342515259981	0.00284975697286427	0.24444705247879028

San Benito
  Districts
	County Supervisorial 1	7559	3179	2154	236	25	58	18	10	13	1866
	County Supervisorial 2	6606	2969	1736	250	34	76	22	6	5	1508
	County Supervisorial 3	6074	3043	1263	160	15	47	35	2	7	1502
	County Supervisorial 4	7290	2689	2584	243	33	79	22	2	8	1630
	County Supervisorial 5	5213	3076	632	117	14	45	42	7	5	1275

	US Congressional 20	32742	14956	8369	1006	121	305	139	27	38	7781

	State Senate 12	32742	14956	8369	1006	121	305	139	27	38	7781

	State Assembly 30	32742	14956	8369	1006	121	305	139	27	38	7781

	State Board of Equalization 2	32742	14956	8369	1006	121	305	139	27	38	7781

  Cities
	Hollister	19660	9890	3917	558	64	174	109	15	27	4906
	San Juan Bautista	1130	574	221	55	2	19	3	3	0	253

	Unincorporated Area	11952	4492	4231	393	55	112	27	9	11	2622
San Benito Totals		32742	14956	8369	1006	121	305	139	27	38	7781
     Percent			0.45678332448005676	0.25560441613197327	0.030725061893463135	0.003695559222251177	0.009315252304077148	0.004245311953127384	0.0008246289216913283	0.001160588813945651	0.23764583468437195

San Bernardino
  Districts
	County Supervisorial 1	197594	67138	66974	10096	598	1926	1196	1241	1338	47087
	County Supervisorial 2	221346	86736	67181	7815	736	1889	1028	1305	1273	53383
	County Supervisorial 3	219396	77261	75776	9399	857	2242	1103	1314	1487	49957
	County Supervisorial 4	193390	82524	49792	6091	607	1655	1081	1322	1017	49301
	County Supervisorial 5	184534	91708	33760	5786	512	1312	1550	1408	1113	47385

	US Congressional 8	336129	109452	120809	16765	1240	3547	1856	2067	2350	78043
	US Congressional 27	23659	7383	9913	810	70	193	60	102	105	5023
	US Congressional 31	367694	156797	99029	12806	1117	3015	2123	2398	2282	88127
	US Congressional 35	246220	117238	49262	7559	789	1920	1797	1768	1302	64585
	US Congressional 39	42558	14497	14470	1247	94	349	122	255	189	11335

	State Senate 16	64042	18408	23824	3707	311	788	386	446	548	15624
	State Senate 20	358947	170708	71825	11232	1077	2727	2642	2616	1967	94153
	State Senate 21	164831	59257	52137	8201	479	1546	1053	1064	1108	39986
	State Senate 23	340616	126012	115912	13182	1177	3196	1545	1954	2125	75513
	State Senate 25	45597	16587	15444	1628	174	421	210	256	291	10586
	State Senate 29	42227	14395	14341	1237	92	346	122	254	189	11251

	State Assembly 33	231811	77091	80377	11912	792	2393	1395	1445	1645	54761
	State Assembly 36	10055	2365	4755	525	40	130	30	56	57	2097
	State Assembly 40	249231	102599	73802	8843	792	2079	1256	1499	1559	56802
	State Assembly 41	59659	20402	22080	2163	208	538	236	308	359	13365
	State Assembly 42	64330	17807	26303	3275	309	811	277	412	452	14684
	State Assembly 47	215093	104876	38959	6758	616	1530	1722	1601	1222	57809
	State Assembly 52	143854	65832	32866	4474	461	1197	920	1015	745	36344
	State Assembly 55	42227	14395	14341	1237	92	346	122	254	189	11251

	State Board of Equalization 1	531904	197328	169193	22402	1779	5022	2876	3314	3344	126646
	State Board of Equalization 3	42227	14395	14341	1237	92	346	122	254	189	11251
	State Board of Equalization 4	442129	193644	109949	15548	1439	3656	2960	3022	2695	109216

  Cities
	Adelanto	12562	6101	1867	607	35	97	114	125	137	3479
	Apple Valley	40460	11222	16976	2124	99	404	198	197	215	9025
	Barstow	10028	3648	2566	586	33	84	92	90	160	2769
	Big Bear Lake	2825	686	1348	126	11	38	14	8	28	566
	Chino	40822	16141	12102	1344	118	344	188	268	168	10149
	Chino Hills	42227	14395	14341	1237	92	346	122	254	189	11251
	Colton	22944	11290	4100	766	63	150	169	187	141	6078
	Fontana	91838	44521	16758	2811	292	647	650	625	500	25034
	Grand Terrace	7084	2619	2332	299	20	69	34	39	39	1633
	Hesperia	44255	15010	14594	2172	141	472	273	303	295	10995
	Highland	28032	11757	8401	953	85	198	147	151	183	6157
	Loma Linda	12015	4384	3466	447	40	119	49	82	71	3357
	Montclair	15580	7921	2683	418	66	130	122	108	72	4060
	Needles	1986	662	675	140	2	17	13	10	14	453
	Ontario	73150	34679	15635	2324	242	603	490	513	413	18251
	Rancho Cucamonga	95280	34707	32277	3497	281	811	347	550	585	22225
	Redlands	41902	15186	14775	1655	174	435	150	214	208	9105
	Rialto	45980	23719	6935	1451	122	326	418	373	239	12397
	San Bernardino	97215	47034	21584	3049	265	653	721	695	667	22547
	Twenty-nine Palms	6875	1947	2369	375	31	120	46	56	48	1883
	Upland	43042	15919	14266	1528	162	386	204	246	277	10054
	Victorville	53438	23301	12269	2596	165	421	414	368	377	13527
	Yucaipa	30415	7789	13950	1392	108	340	98	183	206	6349
	Yucca Valley	11900	3212	4625	675	58	145	62	77	94	2952

	Unincorporated Area	144405	47517	52589	6615	605	1669	823	868	902	32817
San Bernardino Totals		1016260	405367	293483	39187	3310	9024	5958	6590	6228	247113
     Percent			0.398881196975708	0.288787305355072	0.038560014218091965	0.0032570406328886747	0.008879617787897587	0.005862672813236713	0.006484561134129763	0.00612835306674242	0.2431592345237732

San Diego
  Districts
	County Supervisorial 1	323485	140158	63282	9181	1145	2356	1909	2099	2059	101296
	County Supervisorial 2	376644	120640	133158	15134	1324	4173	1270	1756	1988	97201
	County Supervisorial 3	367015	130898	105839	12369	1190	3539	944	1655	1023	109558
	County Supervisorial 4	377061	171709	69267	12814	1967	4285	1632	2140	2303	110944
	County Supervisorial 5	353933	113548	121833	14008	1332	4094	1153	1616	1317	95032

	US Congressional 49	311202	107799	96851	11954	1187	3571	935	1419	1120	86366
	US Congressional 50	359483	101756	141697	14682	1283	4103	1230	1587	1349	91796
	US Congressional 51	255122	118490	38719	7098	1055	1919	1956	1956	2436	81493
	US Congressional 52	437373	159893	120682	14942	1565	4573	1061	2038	1330	131289
	US Congressional 53	434958	189015	95430	14830	1868	4281	1726	2266	2455	123087

	State Senate 36	270471	93712	84277	10635	1089	3151	884	1255	1038	74430
	State Senate 38	548901	167775	199775	21562	1889	6026	1789	2462	2252	145371
	State Senate 39	579971	239800	135100	19740	2536	6317	1711	2854	2356	169557
	State Senate 40	398795	175666	74227	11569	1444	2953	2524	2695	3044	124673

	State Assembly 71	245593	70404	96193	10199	803	2728	851	1138	1153	62124
	State Assembly 75	196272	60415	71177	7644	776	2256	732	870	690	51712
	State Assembly 76	264746	92094	81966	10420	1056	3093	866	1228	1007	73016
	State Assembly 77	297470	101914	89260	9906	839	2770	638	1328	837	89978
	State Assembly 78	288978	128087	59608	9945	1496	3501	897	1403	1054	82987
	State Assembly 79	274996	116771	59683	9250	1075	2428	1295	1692	2129	80673
	State Assembly 80	230083	107268	35492	6142	913	1671	1629	1607	1820	73541

	State Board of Equalization 4	1798138	676953	493379	63506	6958	18447	6908	9266	8690	514031

  Cities
	Carlsbad	74708	24615	25401	2884	226	781	137	301	223	20140
	Chula Vista	146465	62162	31112	4250	472	1026	714	880	607	45242
	Coronado	10744	2986	4346	409	28	111	12	45	19	2788
	Del Mar	3247	1219	973	113	14	43	9	17	10	849
	El Cajon	45656	15103	14465	1866	145	449	249	333	244	12802
	Encinitas	42283	16905	11148	1536	224	506	95	174	112	11583
	Escondido	69634	23319	22259	2712	262	779	360	353	265	19325
	Imperial Beach	13228	4902	3095	549	74	148	110	82	83	4185
	La Mesa	35648	14276	9296	1456	179	442	125	157	222	9495
	Lemon Grove	15143	6536	3226	552	76	135	99	79	214	4226
	National City	25578	11788	3881	692	95	152	201	241	296	8232
	Oceanside	96274	33101	29960	3998	397	1094	404	453	440	26427
	Poway	30929	8842	11864	1120	73	331	54	137	97	8411
	San Diego	768624	327309	162649	24687	3231	7599	3056	4213	4162	231718
	San Marcos	47098	16109	14844	1796	175	563	151	205	163	13092
	Santee	35115	9641	14085	1526	111	447	86	117	132	8970
	Solana Beach	9005	3397	2679	315	19	94	13	30	25	2433
	Vista	46045	16092	13349	1779	192	605	214	274	204	13336

	Unincorporated Area	282714	78651	114747	11266	965	3142	819	1175	1172	70777
San Diego Totals		1798138	676953	493379	63506	6958	18447	6908	9266	8690	514031
     Percent			0.37647444009780884	0.2743832767009735	0.035317644476890564	0.0038695584516972303	0.010258945636451244	0.003841751953586936	0.005153108388185501	0.004832777194678783	0.28586849570274353

San Francisco
  Districts
	County Supervisorial 1	42832	24580	3211	751	348	254	98	305	39	13246
	County Supervisorial 2	49742	27294	6065	1292	169	453	40	307	48	14074
	County Supervisorial 3	39185	21171	3040	822	218	335	106	375	59	13059
	County Supervisorial 4	43821	23001	3491	721	329	250	123	364	72	15470
	County Supervisorial 5	52538	34456	2022	896	482	340	151	350	70	13771
	County Supervisorial 6	43062	24241	2603	867	296	398	212	544	80	13821
	County Supervisorial 7	47168	26940	4656	851	349	276	108	312	52	13624
	County Supervisorial 8	57695	40060	2086	711	540	299	108	276	72	13543
	County Supervisorial 9	42993	27494	1671	590	468	199	201	336	56	11978
	County Supervisorial 10	42751	25160	1910	737	231	211	242	474	56	13730
	County Supervisorial 11	38402	21059	2279	638	223	189	192	395	51	13376

	US Congressional 12	442460	263843	28155	7871	3321	2888	1379	3529	579	130895
	US Congressional 13	0	0	0	0	0	0	0	0	0	0
	US Congressional 14	57729	31613	4879	1005	332	316	202	509	76	18797

	State Senate 11	500189	295456	33034	8876	3653	3204	1581	4038	655	149692

	State Assembly 17	289948	178543	14764	4861	2305	1857	1076	2454	410	83678
	State Assembly 19	210241	116913	18270	4015	1348	1347	505	1584	245	66014

	State Board of Equalization 2	500189	295456	33034	8876	3653	3204	1581	4038	655	149692

  Cities
	San Francisco	500189	295456	33034	8876	3653	3204	1581	4038	655	149692
San Francisco Totals		500189	295456	33034	8876	3653	3204	1581	4038	655	149692
     Percent			0.5906887054443359	0.06604303419589996	0.01774529181420803	0.007303239312022924	0.006405578460544348	0.003160805208608508	0.008072948083281517	0.0013095049653202295	0.2992708683013916

San Joaquin
  Districts
	County Supervisorial 1	46593	27008	6460	1235	148	283	359	568	157	10375
	County Supervisorial 2	59071	29448	12939	1721	152	430	350	618	203	13210
	County Supervisorial 3	69675	29694	19654	2301	181	610	302	615	234	16084
	County Supervisorial 4	70780	19568	33061	2545	190	803	216	447	177	13773
	County Supervisorial 5	73312	31258	18539	2311	222	602	300	804	286	18990

	US Congressional 9	220774	98599	60291	6687	612	1836	1153	2090	705	48801
	US Congressional 10	98657	38377	30362	3426	281	892	374	962	352	23631

	State Senate 5	319431	136976	90653	10113	893	2728	1527	3052	1057	72432

	State Assembly 9	34824	10690	14755	1234	100	411	125	240	98	7171
	State Assembly 12	83503	28313	31257	3011	226	819	298	705	248	18626
	State Assembly 13	201104	97973	44641	5868	567	1498	1104	2107	711	46635

	State Board of Equalization 1	319431	136976	90653	10113	893	2728	1527	3052	1057	72432

  Cities
	Escalon	3908	1087	1819	176	6	47	8	17	12	736
	Lathrop	10468	4881	1981	325	27	91	45	129	34	2955
	Lodi	29801	9341	12315	1041	87	353	109	206	87	6262
	Manteca	37676	14811	11351	1389	106	348	152	370	137	9012
	Ripon	9057	2030	4674	353	22	104	14	66	14	1780
	Stockton	121844	63263	24664	3415	336	824	715	1251	414	26962
	Tracy	40862	18472	9239	1278	121	342	173	454	166	10617

	Unincorporated Area	65815	23091	24610	2136	188	619	311	559	193	14108
San Joaquin Totals		319431	136976	90653	10113	893	2728	1527	3052	1057	72432
     Percent			0.4288124740123749	0.28379523754119873	0.03165942057967186	0.002795595908537507	0.008540185168385506	0.004780374933034182	0.009554489515721798	0.0033090088982135057	0.22675319015979767

San Luis Obispo
  Districts
	County Supervisorial 1	33234	9220	14431	1268	146	376	83	168	250	7292
	County Supervisorial 2	33006	14335	8509	1104	306	380	110	180	312	7770
	County Supervisorial 3	36505	14571	10853	1292	235	413	96	167	298	8580
	County Supervisorial 4	36996	12208	14078	1280	158	411	106	182	365	8208
	County Supervisorial 5	34794	11570	12746	1260	218	485	93	186	293	7943

	US Congressional 24	174535	61904	60617	6204	1063	2065	488	883	1518	39793

	State Senate 17	174535	61904	60617	6204	1063	2065	488	883	1518	39793

	State Assembly 35	174535	61904	60617	6204	1063	2065	488	883	1518	39793
	State Assembly 37	0	0	0	0	0	0	0	0	0	0

	State Board of Equalization 2	174535	61904	60617	6204	1063	2065	488	883	1518	39793

  Cities
	Arroyo Grande	12618	4317	4676	434	62	138	25	58	112	2796
	Atascadero	19022	6006	7344	728	125	262	59	84	164	4250
	El Paso de Robles	17232	5253	6798	660	69	199	47	94	138	3974
	Grover Beach	7603	2745	2410	321	41	81	38	48	61	1858
	Morro Bay	7733	3114	2197	292	74	90	34	53	74	1805
	Pismo Beach	6129	1994	2365	216	28	60	12	25	56	1373
	San Luis Obispo	28841	13558	6076	932	222	357	61	157	215	7263

	Unincorporated Area	75357	24917	28751	2621	442	878	212	364	698	16474
San Luis Obispo Totals		174535	61904	60617	6204	1063	2065	488	883	1518	39793
     Percent			0.35467958450317383	0.34730568528175354	0.03554587811231613	0.006090469192713499	0.011831438168883324	0.002796000801026821	0.005059157032519579	0.008697396144270897	0.2279943823814392

San Mateo
  Districts
	County Supervisorial 1	82996	42327	12969	1980	326	487	230	444	328	23905
	County Supervisorial 2	85491	43541	13464	2002	333	550	185	431	350	24635
	County Supervisorial 3	101220	51926	17645	2661	591	887	204	372	393	26541
	County Supervisorial 4	69551	38281	8677	1451	350	523	284	412	285	19288
	County Supervisorial 5	72407	39177	7826	1402	261	357	296	405	281	22402

	US Congressional 14	339902	178331	47999	7865	1493	2206	1050	1749	1375	97834
	US Congressional 18	71763	36921	12582	1631	368	598	149	315	262	18937

	State Senate 11	62191	33868	6349	1181	219	280	272	366	238	19418
	State Senate 13	349474	181384	54232	8315	1642	2524	927	1698	1399	97353

	State Assembly 19	64361	35112	6581	1228	225	290	278	379	245	20023
	State Assembly 22	275887	142838	42702	6620	1220	1923	678	1327	1108	77471
	State Assembly 24	71417	37302	11298	1648	416	591	243	358	284	19277

	State Board of Equalization 2	411665	215252	60581	9496	1861	2804	1199	2064	1637	116771

  Cities
	Atherton	4973	1863	1464	124	14	40	2	26	16	1424
	Belmont	16063	8206	2492	399	67	103	25	76	57	4638
	Brisbane	2829	1555	306	66	17	25	7	21	13	819
	Burlingame	17748	8935	2997	427	65	120	36	72	68	5028
	Colma	737	428	82	24	0	2	3	2	3	193
	Daly City	48613	26386	4907	903	165	219	224	295	197	15317
	East Palo Alto	10870	6455	657	205	51	65	102	83	61	3191
	Foster City	16799	7826	2790	320	50	95	17	79	72	5550
	Half Moon Bay	7563	3753	1368	248	61	82	20	32	34	1965
	Hillsborough	7908	2863	2297	231	16	57	6	41	31	2366
	Menlo Park	19516	10602	2932	387	108	138	41	91	63	5154
	Millbrae	13228	6195	2159	296	55	52	36	86	54	4295
	Pacifica	25380	14090	3391	723	169	207	94	104	116	6486
	Portola Valley	3438	1681	725	69	12	35	5	9	15	887
	Redwood City	42084	22300	6164	946	185	334	107	217	160	11671
	San Bruno	23135	12460	3184	538	106	157	81	121	101	6387
	San Carlos	19946	10260	3553	503	76	148	19	68	66	5253
	San Mateo	55455	29000	8579	1349	226	370	149	283	232	15267
	South San Francisco	34143	19035	3793	738	134	171	117	170	120	9865
	Woodside	4120	1743	1077	132	15	44	6	10	18	1075

	Unincorporated Area	37117	19616	5664	868	269	340	102	178	140	9940
San Mateo Totals		411665	215252	60581	9496	1861	2804	1199	2064	1637	116771
     Percent			0.5228814482688904	0.14716091752052307	0.023067299276590347	0.004520665854215622	0.006811363622546196	0.0029125623404979706	0.005013785324990749	0.003976534120738506	0.28365540504455566

Santa Barbara
  Districts
	County Supervisorial 1	47511	24203	8752	1255	344	420	168	298	353	11718
	County Supervisorial 2	54273	26508	11918	1479	363	474	130	270	365	12766
	County Supervisorial 3	47388	19799	11793	1288	221	499	115	332	298	13043
	County Supervisorial 4	43091	13988	15902	1602	127	358	169	263	245	10437
	County Supervisorial 5	30262	12654	7810	938	75	224	173	254	175	7959

	US Congressional 24	222525	97152	56175	6562	1130	1975	755	1417	1436	55923

	State Senate 19	222525	97152	56175	6562	1130	1975	755	1417	1436	55923

	State Assembly 35	84527	30649	27357	2924	239	696	384	590	507	21181
	State Assembly 37	137998	66503	28818	3638	891	1279	371	827	929	34742

	State Board of Equalization 2	222525	97152	56175	6562	1130	1975	755	1417	1436	55923

  Cities
	Buellton	3106	1064	1081	121	9	41	9	12	20	749
	Carpinteria	7377	3486	1605	207	51	56	22	52	54	1844
	Goleta	18071	8634	4035	483	120	169	51	101	113	4365
	Guadalupe	2690	1454	405	73	9	9	17	26	21	676
	Lompoc	17593	6745	4934	678	56	168	94	124	110	4684
	Santa Barbara	50950	27329	8009	1335	390	463	176	303	367	12578
	Santa Maria	35042	14545	9145	1080	85	255	185	291	197	9259
	Solvang	3644	1188	1397	123	15	37	8	19	18	839

	Unincorporated Area	84052	32707	25564	2462	395	777	193	489	536	20929
Santa Barbara Totals		222525	97152	56175	6562	1130	1975	755	1417	1436	55923
     Percent			0.43658915162086487	0.2524435520172119	0.02948882058262825	0.005078081041574478	0.00887540727853775	0.0033928772900253534	0.006367824040353298	0.006453207693994045	0.2513110935688019

Santa Clara
  Districts
	County Supervisorial 1	204190	91176	45652	6073	801	1889	634	32	446	57487
	County Supervisorial 2	143854	74128	17405	3207	682	1118	987	25	707	45595
	County Supervisorial 3	185420	85638	29189	4073	570	1222	696	46	456	63530
	County Supervisorial 4	191448	93072	33026	4673	807	1733	591	31	438	57077
	County Supervisorial 5	210750	99374	31903	3342	714	1301	295	33	320	73468

	US Congressional 17	251980	114830	37760	5036	807	1707	739	59	520	90522
	US Congressional 18	310345	147408	55714	6828	1211	2507	655	44	586	95392
	US Congressional 19	365379	176999	62591	9261	1525	2975	1768	61	1251	108948
	US Congressional 20	7958	4151	1110	243	31	74	41	3	10	2295

	State Senate 10	150783	70166	22948	3322	506	1100	528	41	337	51835
	State Senate 13	177825	89191	25133	3001	695	1259	322	21	276	57927
	State Senate 15	490729	230841	84391	11462	1895	3794	1854	84	1476	154932
	State Senate 17	116325	53190	24703	3583	478	1110	499	21	278	32463

	State Assembly 24	180550	90364	25657	3053	697	1274	326	23	284	58872
	State Assembly 25	151297	69728	23304	3347	492	1053	551	42	342	52438
	State Assembly 27	216043	107659	30187	4811	897	1513	1261	38	908	68769
	State Assembly 28	269057	122700	51224	6439	1009	2288	646	44	582	84125
	State Assembly 29	55965	25360	11527	1598	226	525	180	13	144	16392
	State Assembly 30	62750	27577	15276	2120	253	610	239	7	107	16561

	State Board of Equalization 2	935662	443388	157175	21368	3574	7263	3203	167	2367	297157

  Cities
	Campbell	23822	11365	4369	667	110	283	77	3	41	6907
	Cupertino	31115	12786	4545	462	76	153	39	8	53	12993
	Gilroy	27217	12893	5643	872	110	230	118	3	37	7311
	Los Altos	20936	9822	4170	359	59	144	19	1	25	6337
	Los Altos Hills	6083	2410	1484	109	18	37	6	0	6	2013
	Los Gatos	21214	9308	5087	608	83	203	26	4	45	5850
	Milpitas	32733	14325	4953	710	89	193	140	11	65	12247
	Monte Sereno	2636	1032	770	83	4	23	3	0	4	717
	Morgan Hill	25130	10639	6479	869	101	272	73	2	49	6646
	Mountain View	38029	19950	4364	658	178	288	74	6	49	12462
	Palo Alto	41078	22225	4638	549	183	243	53	7	64	13116
	San Jose	482937	231723	78535	11467	1911	3733	2087	96	1560	151825
	Santa Clara	53722	25868	8286	1157	196	410	155	10	115	17525
	Saratoga	21348	8341	4807	359	40	121	24	3	27	7626
	Sunnyvale	64218	30704	9482	1218	233	503	159	6	120	21793

	Unincorporated Area	43444	19997	9563	1221	183	427	150	7	107	11789
Santa Clara Totals		935662	443388	157175	21368	3574	7263	3203	167	2367	297157
     Percent			0.4738762378692627	0.16798266768455505	0.022837307304143906	0.0038197555113583803	0.00776241859421134	0.0034232446923851967	0.00017848325660452247	0.002529759658500552	0.3175901174545288

Santa Cruz
  Districts
	County Supervisorial 1	36213	20060	5356	953	356	353	107	51	183	8794
	County Supervisorial 2	34804	18594	6049	959	260	332	129	66	170	8245
	County Supervisorial 3	34760	21809	2581	640	446	291	102	22	177	8692
	County Supervisorial 4	20745	12181	2389	387	121	122	123	43	90	5289
	County Supervisorial 5	35570	18306	6029	1075	441	489	127	55	192	8856

	US Congressional 18	36116	18171	6506	1128	433	538	110	60	189	8981
	US Congressional 20	125976	72779	15898	2886	1191	1049	478	177	623	30895

	State Senate 17	162092	90950	22404	4014	1624	1587	588	237	812	39876

	State Assembly 29	135584	75371	19432	3519	1475	1434	415	178	710	33050
	State Assembly 30	26508	15579	2972	495	149	153	173	59	102	6826

	State Board of Equalization 2	162092	90950	22404	4014	1624	1587	588	237	812	39876

  Cities
	Capitola	6659	3574	1007	215	58	65	24	6	43	1667
	Santa Cruz	38818	24245	2961	735	476	295	130	25	211	9740
	Scotts Valley	8202	3798	1898	278	60	104	15	16	34	1999
	Watsonville	19627	11798	1974	343	94	114	137	43	81	5043

	Unincorporated Area	88786	47535	14564	2443	936	1009	282	147	443	21427
Santa Cruz Totals		162092	90950	22404	4014	1624	1587	588	237	812	39876
